name,Gold.ASP.Fitness,Gold.ASP.ASP,Gold.ASP.Map,Gold.ASP.DEClash,Gold.ASP.DEInternal,affinity
4do4,36.1083,36.4260,-182.1300,0.2829,0.0349,7.29
5acy,32.5112,34.8820,-174.4100,0.0000,2.3708,8.19
3c56,45.4359,56.5180,-282.5900,10.2705,0.8116,7.89
2f7o,35.6025,39.9620,-199.8100,3.1669,1.1925,7.44
4fut,71.1811,76.7440,-383.7200,1.9554,3.6075,6.51
2x7t,30.8056,34.1100,-170.5500,1.7496,1.5548,6.63
1fzj,73.7910,84.9460,-424.7300,2.7007,8.4543,8.1
2zq2,45.0599,49.9060,-249.5300,1.8001,3.0460,6.56
3gba,47.0397,50.7460,-253.7300,0.6795,3.0268,9.07
3hmp,18.7958,19.7120,-98.5600,0.4212,0.4950,5.49
1srg,36.6392,46.4060,-232.0300,8.0233,1.7435,5.3
4b32,14.6720,14.6720,-73.3600,0.0000,0.0000,3.34
3b24,13.6588,14.1000,-70.5000,0.0060,0.4352,4.38
3ewj,36.4260,48.7420,-243.7100,9.6989,2.6172,6.84
1ttm,27.0809,31.0000,-155.0000,3.2666,0.6525,7.35
4az5,44.4016,44.4540,-222.2700,0.0256,0.0268,5.99
2vsl,34.0775,43.0300,-215.1500,4.0854,4.8671,8.4
3f80,15.9268,24.5320,-122.6600,7.0904,1.5148,4.22
3myq,37.3135,41.4900,-207.4500,2.1372,2.0393,7.52
1jn4,55.1144,59.4940,-297.4700,1.1921,3.1875,4.95
1eld,23.5469,43.4260,-217.1300,14.5086,5.3705,6.7
1v16,65.6770,72.5400,-362.7000,4.5490,2.3140,3.87
4efs,41.8295,49.5900,-247.9500,4.9632,2.7973,8.6
3d0b,46.3441,48.3600,-241.8000,0.2302,1.7857,6.54
4wk1,60.5845,61.8640,-309.3200,0.5015,0.7781,5.89
4f1l,39.4544,41.3420,-206.7100,0.0126,1.8750,5.12
3c2o,17.8296,24.4580,-122.2900,1.5011,5.1272,3.35
3b4f,36.6231,44.7000,-223.5000,0.6056,7.4713,8.14
3pwk,12.0500,17.2540,-86.2700,3.9259,1.2781,3.35
1zhy,32.8601,34.2320,-171.1600,0.0202,1.3517,6.52
2cgf,24.3799,24.6560,-123.2800,0.2761,0.0000,6.41
4azb,44.4471,50.5800,-252.9000,2.1809,3.9520,7.24
2j79,40.4216,47.1880,-235.9400,6.6664,0.1000,5.96
1i5r,61.3033,72.2220,-361.1100,9.4616,1.4570,8.52
1o33,32.2829,34.0560,-170.2800,0.0402,1.7329,5.74
1ciz,48.9649,59.8960,-299.4800,7.5766,3.3544,7.44
2aqu,47.2155,57.3680,-286.8400,4.4390,5.7135,9.32
3t2q,31.7963,39.0360,-195.1800,7.2370,0.0027,3.66
3g2l,27.9289,33.5160,-167.5800,1.9905,3.5965,3.87
1jaq,35.1797,40.8480,-204.2400,4.2151,1.4532,4.48
4z1k,36.5511,39.6120,-198.0600,1.0723,1.9886,8.33
3o8p,32.7502,34.7440,-173.7200,0.0000,1.9938,6.46
3dd8,33.7299,36.0600,-180.3000,1.5520,0.7781,7.85
3ejq,49.6272,54.8840,-274.4200,4.3298,0.9270,8.57
2qrl,19.6451,21.1920,-105.9600,1.4490,0.0979,4
3nes,19.3597,22.8700,-114.3500,1.0773,2.4331,5.62
3k99,24.6907,26.2940,-131.4700,0.1640,1.4393,7.22
2v57,36.5800,36.5800,-182.9000,0.0000,0.0000,7.1
1zpa,17.1986,44.3640,-221.8200,13.4802,13.6852,8.4
4e4n,27.2021,29.0340,-145.1700,0.0000,1.8319,9.05
1ax0,24.3031,24.4880,-122.4400,0.0869,0.0980,3.13
10gs,47.3810,51.6000,-258.0000,0.9577,3.2613,6.4
4b5d,37.9652,41.1100,-205.5500,0.2331,2.9117,7.89
3o9a,40.7748,46.3200,-231.6000,1.6928,3.8524,10.7
3si3,35.1732,38.3880,-191.9400,1.3710,1.8439,4.16
2hf8,76.7016,83.6760,-418.3800,3.8383,3.1361,5.47
3u8j,34.6399,36.1560,-180.7800,1.4180,0.0981,8.51
1ypj,49.1210,51.0720,-255.3600,0.5256,1.4254,7.02
1eb2,42.4041,51.5480,-257.7400,6.8955,2.2484,6.01
2zmm,33.9440,39.8300,-199.1500,1.5073,4.3787,7.6
3pbb,41.7757,46.0500,-230.2500,2.6237,1.6506,7.02
3g2y,12.3077,14.3240,-71.6200,0.9367,1.0796,2
2wm0,66.0035,72.5400,-362.7000,4.7927,1.7438,4.52
2w7y,52.3275,55.5660,-277.8300,1.3037,1.9349,6.08
4igt,37.1846,38.5520,-192.7600,0.0854,1.2820,7.89
4n6h,44.1666,44.9160,-224.5800,0.4229,0.3264,9.28
4clj,32.2836,33.4160,-167.0800,1.1324,0.0000,9.15
4omc,60.5538,65.3160,-326.5800,0.8224,3.9398,10.78
2q8m,46.7250,48.7820,-243.9100,1.5033,0.5537,4.03
2p95,43.8315,47.3680,-236.8400,1.7876,1.7490,9.37
3buf,13.5679,13.7020,-68.5100,0.0000,0.1341,3.1
4tkj,25.2061,25.5280,-127.6400,0.0232,0.2987,6.04
3c89,35.2733,43.1120,-215.5600,3.7163,4.1224,6.07
3old,74.3948,86.8540,-434.2700,5.1772,7.2821,5.9
3zsq,27.6801,36.1140,-180.5700,0.5329,7.9010,4.96
1gjc,37.2601,39.7100,-198.5500,0.2032,2.2467,6.35
1nvr,37.7401,40.4580,-202.2900,1.6277,1.0903,8.11
3sap,36.4833,40.3060,-201.5300,1.1207,2.7020,7.59
3zv7,23.3097,24.7880,-123.9400,1.4783,0.0000,5.92
3gxy,9.6706,20.9180,-104.5900,6.5098,4.7377,5.59
3t8v,58.4407,68.0740,-340.3700,4.0464,5.5869,6.59
2bys,55.1040,59.7340,-298.6700,2.1230,2.5070,9.52
1hih,49.3774,53.6100,-268.0500,1.2562,2.9765,8.05
3igp,28.0098,31.9000,-159.5000,2.3473,1.5429,7.02
2glp,29.5723,37.5040,-187.5200,4.6614,3.2703,5.01
2ha3,15.8982,18.8460,-94.2300,0.2757,2.6721,3.03
1fv0,29.1554,38.0880,-190.4400,3.7572,5.1754,5.93
1k9s,41.3151,41.4820,-207.4100,0.0174,0.1495,6.52
2i3i,41.5012,46.0520,-230.2600,0.1363,4.4145,7.3
3ug2,25.5434,29.3880,-146.9400,1.6411,2.2035,8.25
4ygf,20.7071,24.8540,-124.2700,1.7388,2.4080,7.68
1qyg,38.5632,42.6380,-213.1900,1.6147,2.4600,6.85
3w07,39.0673,45.5180,-227.5900,2.6494,3.8013,3.38
4b2i,14.6274,15.8560,-79.2800,1.2286,0.0000,3
1h2k,19.4224,24.3380,-121.6900,4.7434,0.1722,2.92
3rt8,35.1505,36.5960,-182.9800,0.8214,0.6241,6.35
3qgw,26.9658,33.4620,-167.3100,3.9847,2.5115,5.89
4ek9,41.9167,44.4740,-222.3700,1.8469,0.7104,4.42
2h4k,28.4312,32.0140,-160.0700,1.0853,2.4975,5.49
4gq4,40.5578,41.0620,-205.3100,0.0093,0.4949,7.66
1k6v,46.5555,51.1340,-255.6700,1.7755,2.8030,6.92
1ndw,35.3956,40.3020,-201.5100,3.1686,1.7377,5.23
3cd7,38.4956,45.2900,-226.4500,0.1490,6.6454,7.84
4acc,35.9530,41.0060,-205.0300,1.7414,3.3116,7.7
1gwv,39.5557,40.5740,-202.8700,0.0126,1.0057,2.57
4o0b,44.8813,45.8980,-229.4900,0.0029,1.0138,8.3
2rkf,40.8210,46.7040,-233.5200,3.8817,2.0012,9.08
2qbw,54.7184,65.4260,-327.1300,1.6277,9.0799,7.25
1c5q,28.2902,28.3520,-141.7600,0.0509,0.0109,6.36
3iqu,35.2050,41.9620,-209.8100,0.3550,6.4020,4.77
4r5b,29.7634,34.8360,-174.1800,0.7150,4.3576,6.73
1f57,20.7282,20.9420,-104.7100,0.0693,0.1445,5.64
4r73,52.0465,52.3520,-261.7600,0.1659,0.1396,7.64
3bf1,42.5029,49.2080,-246.0400,3.7385,2.9666,2.52
2xjg,26.8156,29.0040,-145.0200,0.0961,2.0924,7.82
4bf6,36.0464,37.8280,-189.1400,0.3116,1.4700,8.35
1adl,22.0173,23.1140,-115.5700,0.0000,1.0967,5.36
4qgi,49.4996,54.8400,-274.2000,0.9284,4.4119,3.9
4o04,39.4369,40.7100,-203.5500,0.0622,1.2110,6.16
3bxh,35.9436,38.2740,-191.3700,1.9539,0.3765,4.03
1ai7,14.9600,17.4680,-87.3400,2.5080,0.0000,4.09
2oxn,16.4552,21.6560,-108.2800,3.6662,1.5346,7.44
4wn5,43.8953,44.1840,-220.9200,0.0015,0.2873,7.41
4f9y,30.3163,32.4160,-162.0800,0.0000,2.0997,6.74
3ru1,23.3890,25.6660,-128.3300,1.8709,0.4061,4.85
4crl,41.7588,41.9740,-209.8700,0.0901,0.1251,9.71
1ta6,43.2084,48.8000,-244.0000,1.5207,4.0709,9.13
3bwj,62.4826,68.7420,-343.7100,1.1155,5.1439,6.5
1ype,49.7516,53.0420,-265.2100,1.8476,1.4428,8.1
1hpv,35.4430,41.3400,-206.7000,0.8655,5.0315,9.22
2vj8,64.6720,75.5580,-377.7900,7.7628,3.1232,8.7
3m67,36.1379,42.0460,-210.2300,1.4053,4.5027,6.74
4c2v,41.7677,46.7720,-233.8600,1.3248,3.6795,9
1o2j,38.0002,41.2580,-206.2900,2.4971,0.7607,6.92
4ou3,41.1659,46.8600,-234.3000,3.4193,2.2749,4.41
3el9,50.1305,56.2640,-281.3200,1.9502,4.1833,8.4
2pvl,34.0030,37.2320,-186.1600,1.3112,1.9178,7.62
2oi2,29.6447,35.4780,-177.3900,2.7565,3.0768,6.3
2wzs,34.9975,36.2320,-181.1600,1.1905,0.0440,3.85
4poh,29.8449,32.6020,-163.0100,0.0060,2.7511,8
3el5,35.7308,43.4960,-217.4800,3.6677,4.0976,7.72
2xpk,52.8470,56.0720,-280.3600,1.1630,2.0620,11.3
1v2u,28.4490,28.7120,-143.5600,0.2222,0.0408,3.37
4fev,33.9518,35.3260,-176.6300,0.0000,1.3742,5.42
4mc2,39.3964,42.0400,-210.2000,1.7348,0.9088,8.19
1nh0,51.9849,66.4880,-332.4400,3.6235,10.8796,9.74
2zym,66.7916,70.1620,-350.8100,3.0086,0.3618,6.14
1o5r,49.6204,54.8660,-274.3300,2.0856,3.1600,8.12
5azf,45.6999,51.4160,-257.0800,0.1844,5.5317,4.44
3sbi,33.3813,35.7780,-178.8900,1.1560,1.2407,7.92
4kwg,14.1831,26.4300,-132.1500,12.2469,0.0000,6
1drk,34.7532,34.9760,-174.8800,0.2228,0.0000,6.82
1zoh,23.7262,25.8900,-129.4500,2.1638,0.0000,7
4knm,37.2804,40.9840,-204.9200,1.6791,2.0245,8
3iw6,18.1854,29.8220,-149.1100,7.6488,3.9878,5.48
1pme,27.9612,33.9040,-169.5200,2.6597,3.2832,9.4
4b76,23.2926,25.7160,-128.5800,1.2306,1.1928,4.54
4e4l,31.8089,32.9620,-164.8100,0.0820,1.0711,8.77
4jss,9.7350,12.2240,-61.1200,2.4890,0.0000,3.3
4r4o,29.3313,33.3480,-166.7400,0.0249,3.9919,5.82
2qnp,40.2007,48.8780,-244.3900,2.9545,5.7228,6.41
2jh6,32.7017,34.6920,-173.4600,0.3258,1.6646,7.77
4ef6,21.5843,23.2980,-116.4900,0.9496,0.7641,2.92
1uou,28.8647,30.3020,-151.5100,1.3712,0.0660,7.7
4hf4,53.1297,57.4360,-287.1800,0.3022,4.0041,8.62
1add,45.7401,48.0320,-240.1600,1.9185,0.3734,6.74
2cle,31.1318,38.3340,-191.6700,4.5384,2.6638,3.55
4axd,44.9506,51.7260,-258.6300,2.9639,3.8115,4.43
1my4,38.9355,41.5340,-207.6700,1.6613,0.9371,6.98
1phw,-8.2216,6.8280,-34.1400,12.6874,2.3622,3.3
3iss,40.3195,53.4580,-267.2900,5.6600,7.4784,6.05
4ddm,16.1537,17.6980,-88.4900,1.5361,0.0082,2.46
2zz2,39.8878,48.1720,-240.8600,4.3566,3.9275,4.54
3ioe,39.6014,42.1280,-210.6400,1.3045,1.2221,3.27
3ekx,39.8176,45.5720,-227.8600,1.1800,4.5744,9.41
1b4h,54.8620,60.8280,-304.1400,2.2482,3.7178,5.46
2azr,32.3733,35.1160,-175.5800,0.6878,2.0549,3.64
1f8b,34.7054,38.4520,-192.2600,3.5808,0.1658,5.4
4bj8,36.1957,41.2340,-206.1700,4.0876,0.9507,8.29
4l4v,64.2280,66.1340,-330.6700,0.2063,1.6997,5.78
3l7a,36.6245,41.9160,-209.5800,2.9102,2.3813,4.33
5btx,47.7941,48.1240,-240.6200,0.0290,0.3009,3.55
3g2j,27.6775,28.3680,-141.8400,0.0694,0.6212,4.75
4djr,32.5638,44.4820,-222.4100,8.4155,3.5027,11.52
4sga,33.8388,42.2900,-211.4500,2.3443,6.1069,7.3
2pql,31.6532,32.0840,-160.4200,0.0339,0.3970,7.28
2x91,41.5540,52.4560,-262.2800,7.3228,3.5792,6.74
4dew,6.2777,17.7640,-88.8200,10.5192,0.9671,7
4ap7,46.7415,47.3820,-236.9100,0.2339,0.4066,7.96
1uz8,44.5806,47.4740,-237.3700,0.0009,2.8925,4.96
1uj6,26.9733,30.9780,-154.8900,2.5880,1.4167,3.05
4el5,32.0561,33.7340,-168.6700,1.6263,0.0517,5.37
3juk,51.3719,56.6740,-283.3700,1.7118,3.5903,4.89
4r4t,34.0831,37.2520,-186.2600,0.0310,3.1379,6.26
2wyj,30.4616,39.1280,-195.6400,2.0864,6.5800,9
4qj0,38.5303,50.2440,-251.2200,1.1941,10.5196,7.32
1ebz,59.0666,65.1860,-325.9300,0.9809,5.1385,9.4
1fo0,94.8326,111.0400,-555.2000,5.8932,10.3142,5.59
3f7g,37.2309,41.8980,-209.4900,0.7592,3.9079,7.37
3obu,47.3842,60.2700,-301.3500,0.6101,12.2756,4.3
4kow,39.3353,44.3380,-221.6900,0.2788,4.7238,4.31
3su1,39.7533,48.5260,-242.6300,0.3746,8.3981,6.68
1uj5,29.1607,33.2780,-166.3900,3.7233,0.3940,3.05
4qyy,46.7499,49.3080,-246.5400,0.4195,2.1386,7.3
4azi,50.2709,55.7360,-278.6800,2.0871,3.3780,7.45
2f34,28.5829,32.4580,-162.2900,0.3145,3.5606,6.89
3k4d,26.5195,34.9620,-174.8100,8.4371,0.0054,5.11
1h46,35.6871,42.0340,-210.1700,4.6234,1.7235,3.57
4ayp,45.9708,49.1640,-245.8200,1.9963,1.1968,6.12
4ad3,46.9092,48.6380,-243.1900,0.5109,1.2179,4.62
4rvr,20.4991,25.9740,-129.8700,1.1523,4.3226,6.87
1vfn,21.9890,23.3940,-116.9700,1.4050,0.0000,5.6
4zls,39.0166,49.1180,-245.5900,3.3148,6.7866,9.09
4ryd,59.2923,65.0940,-325.4700,1.3415,4.4602,11.26
4b5t,8.9224,13.7760,-68.8800,4.7121,0.1416,3.33
4km0,33.5142,35.3820,-176.9100,0.0004,1.8673,6.04
3e6y,19.9234,24.4200,-122.1000,0.0270,4.4696,5.6
2pqb,56.3143,64.3400,-321.7000,0.6162,7.4094,7.2
4hws,56.2078,65.0200,-325.1000,4.8485,3.9637,9.1
3usx,5.9179,9.7780,-48.8900,0.9326,2.9275,5.02
3lvw,25.6440,30.6960,-153.4800,3.4207,1.6312,2.67
4bps,30.3206,31.1520,-155.7600,0.1287,0.7027,2.99
1q65,38.8371,41.5960,-207.9800,1.9635,0.7954,5.46
3e5u,24.3358,25.2560,-126.2800,0.5952,0.3250,5.85
4zzx,42.0241,42.5220,-212.6100,0.0727,0.4252,6.9
3lq2,52.3771,60.5960,-302.9800,6.3856,1.8333,5.22
4o0y,34.6323,37.8500,-189.2500,0.3922,2.8255,7.22
3bkl,63.3275,72.3780,-361.8900,4.8388,4.2117,6.17
1hee,38.4573,42.9340,-214.6700,2.1060,2.3708,5.34
4deu,18.0303,22.8100,-114.0500,4.4605,0.3192,5.64
2ewb,11.8393,15.5700,-77.8500,2.7082,1.0225,6.1
2ceq,45.5360,49.4000,-247.0000,2.9941,0.8699,7.28
4y2q,32.4422,39.2760,-196.3800,2.6709,4.1629,2.92
4q8x,15.8100,16.9740,-84.8700,0.0580,1.1060,3.57
2vh6,33.9936,48.8300,-244.1500,6.0536,8.7828,9.7
3p4v,20.7821,23.0320,-115.1600,0.8730,1.3768,5.1
3g1v,41.8189,45.3440,-226.7200,1.0957,2.4294,3.19
3a2o,40.5202,46.3540,-231.7700,2.1666,3.6673,9.08
4je7,29.2349,45.6380,-228.1900,11.9773,4.4258,6.4
3sym,34.5307,37.7640,-188.8200,1.2061,2.0272,4.57
2aoc,64.8885,70.1240,-350.6200,0.7708,4.4647,4.89
4oc0,49.6811,59.0300,-295.1500,2.5922,6.7567,6.5
5tmp,86.5672,94.8480,-474.2400,4.2075,4.0733,7.47
3hub,36.4448,44.6100,-223.0500,0.6607,7.5045,8.09
1cet,21.4177,22.3180,-111.5900,0.5685,0.3319,2.89
2zz1,40.5191,46.4400,-232.2000,2.0832,3.8377,4.54
4y79,30.1477,36.7660,-183.8300,4.0999,2.5184,7.96
4og4,29.6614,33.9000,-169.5000,2.2784,1.9602,6.02
4ht0,35.3518,42.5400,-212.7000,3.2796,3.9087,8
3v4t,50.2605,55.5120,-277.5600,2.3470,2.9045,4.11
4pop,49.8419,52.6640,-263.3200,1.3481,1.4740,8.13
4q7p,18.2061,19.4940,-97.4700,1.2879,0.0000,4.32
4qxr,26.0303,29.7160,-148.5800,0.1027,3.5830,6
2y7x,37.9266,46.8300,-234.1500,2.8851,6.0182,8.89
2bfq,61.0930,65.1160,-325.5800,0.9609,3.0620,6.89
3suw,43.1990,45.0120,-225.0600,0.7287,1.0843,4.7
2qhy,48.1550,54.2200,-271.1000,0.6573,5.4078,7.48
2clh,45.6512,51.4320,-257.1600,3.6869,2.0939,4.06
4m0e,49.8996,50.5320,-252.6600,0.6324,0.0000,6.22
3fv3,55.1988,58.2180,-291.0900,0.6817,2.3375,9.52
1d4k,48.7385,56.2000,-281.0000,2.6107,4.8508,9.22
4pp0,42.9006,44.7900,-223.9500,0.9325,0.9569,4.4
3bl1,36.1294,40.1180,-200.5900,0.0587,3.9300,5.6
4ouj,21.5953,22.7760,-113.8800,-0.0000,1.1807,2.86
4cjp,21.9084,28.5140,-142.5700,0.8905,5.7152,3.32
4je8,24.6065,31.4240,-157.1200,2.7806,4.0370,5.21
2afw,25.3346,28.2880,-141.4400,2.5783,0.3751,4.77
4nkt,35.3326,41.9100,-209.5500,1.7780,4.7994,5.97
3h5b,29.1129,43.7920,-218.9600,10.0462,4.6329,10
2ojg,30.5459,33.0340,-165.1700,0.3489,2.1392,5.64
4pin,34.3236,38.5220,-192.6100,3.1193,1.0790,5.4
1qbt,70.4376,78.8520,-394.2600,3.6633,4.7511,10.62
2pvm,34.0336,35.7260,-178.6300,0.1975,1.4948,6.44
4o0x,38.9128,40.8440,-204.2200,0.0000,1.9312,7.17
4gzx,28.6633,33.0240,-165.1200,1.7031,2.6576,3.19
3nu6,38.5754,45.0320,-225.1600,2.4804,3.9763,9.3
3ml2,28.5219,35.8600,-179.3000,3.9561,3.3821,8.05
4yhq,26.2685,40.6020,-203.0100,8.6075,5.7260,8.77
1lyb,47.9811,60.2420,-301.2100,2.4907,9.7702,11.42
2h4n,20.4771,23.8000,-119.0000,0.8731,2.4499,8.7
1d9i,23.9429,37.2200,-186.1000,6.5782,6.6989,9.11
2bok,49.0660,52.6420,-263.2100,2.4033,1.1727,6.55
5aoj,19.7071,23.5260,-117.6300,2.3528,1.4661,4.68
1pvn,45.7751,51.2000,-256.0000,3.2597,2.1652,9.82
1sln,47.5929,54.4460,-272.2300,2.3887,4.4643,6.64
1w5w,69.4237,73.9740,-369.8700,1.7294,2.8208,8.8
2hu6,29.5470,34.5860,-172.9300,3.9635,1.0755,3.81
1sgu,44.0560,46.6180,-233.0900,0.1476,2.4143,5.37
1n46,48.2799,52.0920,-260.4600,1.6165,2.1956,10.52
5byi,34.3213,36.7940,-183.9700,1.0958,1.3769,7.51
4uyf,30.8325,32.8440,-164.2200,0.0270,1.9845,7.6
4qsv,17.7943,18.4360,-92.1800,0.0000,0.6417,2
4oc5,61.0941,69.4680,-347.3400,0.9529,7.4210,7.07
1f0s,40.0300,43.3720,-216.8600,1.1123,2.2297,7.74
1hmt,26.0475,27.4540,-137.2700,0.0073,1.3991,5.79
1jet,54.5669,59.1240,-295.6200,1.0005,3.5566,7.25
4fht,33.5738,34.0260,-170.1300,0.1377,0.3145,6.17
4x48,22.6788,31.7720,-158.8600,5.7296,3.3636,6.77
4l2l,38.1946,41.2580,-206.2900,2.3131,0.7503,5.7
1s89,29.8837,33.0840,-165.4200,2.9535,0.2468,5.24
3wmc,53.1511,55.7780,-278.8900,0.6491,1.9778,6.51
2zx7,44.0328,49.4120,-247.0600,4.7047,0.6745,10.49
2yln,17.5243,20.7680,-103.8400,2.5052,0.7385,7.68
1grp,23.7745,28.8960,-144.4800,2.6972,2.4243,3.72
4mc1,39.6660,43.0880,-215.4400,2.5667,0.8553,7.85
2qwf,35.6035,41.5240,-207.6200,2.6601,3.2604,5.67
4h42,17.1137,19.7300,-98.6500,1.7426,0.8738,3.47
3nee,21.3522,23.8860,-119.4300,0.0456,2.4882,5.34
2e2r,36.1767,38.0580,-190.2900,1.0559,0.8255,8.26
2bes,33.7908,34.0940,-170.4700,0.0901,0.2131,4.24
4q4q,40.7922,42.7360,-213.6800,1.7402,0.2036,5.79
5bs4,37.0774,48.3880,-241.9400,7.6657,3.6449,11
1c88,32.0762,39.8540,-199.2700,4.3452,3.4326,5.29
3qw5,39.4801,46.4040,-232.0200,3.1273,3.7967,6.45
1c87,29.4410,37.5440,-187.7200,5.2014,2.9016,4.2
1swr,36.9316,39.1200,-195.6000,1.7303,0.4581,6.92
1tmn,37.4890,46.8840,-234.4200,5.9701,3.4249,7.3
1kzn,32.2878,37.8140,-189.0700,1.8158,3.7104,8.92
4b3c,10.9420,10.9420,-54.7100,0.0000,0.0000,2.68
4jfm,34.0157,39.4620,-197.3100,1.0491,4.3972,5.48
2i6b,37.0080,42.5820,-212.9100,3.2196,2.3543,7.17
4bqh,29.4037,32.8580,-164.2900,1.1285,2.3258,5.59
4pg9,69.8925,86.7200,-433.6000,3.9433,12.8841,7.8
5caq,33.4619,39.3140,-196.5700,3.2748,2.5773,8.57
1ecq,20.8213,34.9580,-174.7900,12.9052,1.2315,3
4ad6,44.7841,45.9440,-229.7200,0.0180,1.1419,4.78
4kxn,51.7526,55.4140,-277.0700,2.5344,1.1270,6.1
4cd4,48.3978,50.2060,-251.0300,0.0562,1.7519,6.58
1ksn,59.7636,64.2660,-321.3300,2.8355,1.6670,9.4
4umc,24.2667,28.9060,-144.5300,4.2440,0.3953,3.44
4pf5,22.2861,22.8220,-114.1100,0.0048,0.5311,5.48
4q9o,38.5085,43.3220,-216.6100,0.6708,4.1428,5.77
4djw,28.3728,32.3240,-161.6200,0.5396,3.4116,6.28
4oc3,58.1243,67.6880,-338.4400,0.3100,9.2537,8.28
1nhz,39.8977,41.8380,-209.1900,1.7797,0.1606,6.08
4az6,52.4005,59.4680,-297.3400,3.2287,3.8387,9.1
3k8q,32.6171,34.6780,-173.3900,0.3773,1.6836,11.28
1egh,30.9641,33.9780,-169.8900,2.7716,0.2423,5.7
1c3x,24.7476,26.7260,-133.6300,1.9784,0.0000,3.68
3cz1,18.3594,21.3420,-106.7100,0.8723,2.1102,7.26
1nfu,29.2763,34.4240,-172.1200,3.3960,1.7517,7.74
3vw2,33.7295,37.3020,-186.5100,1.3170,2.2555,4.75
3nex,25.8124,30.2560,-151.2800,1.9312,2.5123,6
2vh0,40.3789,51.0720,-255.3600,2.9881,7.7051,8.51
1hsh,43.4179,48.2440,-241.2200,0.1103,4.7159,9.42
2r59,59.7782,73.3760,-366.8800,7.1707,6.4272,8.19
3le9,28.5806,38.8840,-194.4200,5.2510,5.0524,8.22
2v88,46.4354,61.3380,-306.6900,0.6845,14.2181,4.09
4p5d,53.0429,59.1120,-295.5600,5.1322,0.9369,5.82
3ozp,51.7727,58.1100,-290.5500,3.2190,3.1183,6.62
3nuj,38.0306,45.0560,-225.2800,3.6818,3.3436,9.39
3kek,59.5436,61.7380,-308.6900,1.1367,1.0577,8.36
1hvk,64.9391,71.3200,-356.6000,2.1646,4.2163,10.96
3mhw,10.2633,14.3140,-71.5700,4.0507,0.0000,2.3
1c86,31.7053,38.6120,-193.0600,4.7503,2.1564,4.7
3t85,30.8532,36.0180,-180.0900,2.5496,2.6152,7.95
1w7g,45.9309,51.8940,-259.4700,1.8903,4.0728,5.1
2cht,25.4898,28.2800,-141.4000,1.7256,1.0647,5.52
3ozg,55.7626,59.2780,-296.3900,2.9219,0.5935,9.19
1hps,45.0556,53.2240,-266.1200,4.3330,3.8354,9.22
1b7h,57.2731,62.6860,-313.4300,1.6885,3.7244,8.02
1atl,22.5356,32.8260,-164.1300,6.4098,3.8806,6.28
3ifl,60.3504,73.7560,-368.7800,0.7816,12.6240,8.08
3gst,53.9076,57.0660,-285.3300,0.5115,2.6470,6.72
4q93,27.2652,28.3180,-141.5900,0.0015,1.0513,4.65
2zdl,39.4837,45.5920,-227.9600,1.0535,5.0548,6.4
3pn1,44.2353,45.6820,-228.4100,0.0964,1.3504,6.96
5efc,45.0851,50.1940,-250.9700,0.0523,5.0566,4.85
2e1w,42.1733,44.7980,-223.9900,1.3126,1.3122,7.96
1g7v,6.6336,23.3980,-116.9900,12.1498,4.6147,6.4
3u3u,24.7310,30.9580,-154.7900,3.3634,2.8635,6.88
1nja,39.1351,41.8260,-209.1300,1.6118,1.0791,6.31
3t60,34.1800,38.4440,-192.2200,0.0853,4.1787,6.7
2aac,28.3047,28.6820,-143.4100,0.3773,0.0000,2.22
3t08,39.7862,41.0000,-205.0000,0.5861,0.6277,3.04
4cu8,36.9176,38.2440,-191.2200,1.3240,0.0024,4.47
4hwp,47.2245,56.2380,-281.1900,5.0519,3.9616,7.76
4us3,32.5140,34.6560,-173.2800,1.7444,0.3976,5.32
4msa,28.3120,28.4420,-142.2100,0.0009,0.1290,3.3
1sdv,48.1918,52.9520,-264.7600,0.7410,4.0192,8.74
4efk,8.6781,14.8100,-74.0500,4.0995,2.0324,2.49
3n8k,24.7366,25.3120,-126.5600,0.0000,0.5754,4.05
2z4o,34.3266,45.7600,-228.8000,6.5337,4.8997,9.57
3tf6,13.0259,17.5200,-87.6000,3.5067,0.9874,6.4
3qxv,51.0289,63.6780,-318.3900,7.0046,5.6445,8.4
1hvs,54.7850,60.2920,-301.4600,2.4002,3.1068,10.3
4fai,42.8149,46.8560,-234.2800,2.5402,1.5009,6.99
1j36,32.6994,43.0460,-215.2300,6.6582,3.6884,7.74
1g48,31.1272,33.5200,-167.6000,0.9580,1.4348,8.41
1v48,52.7609,54.8500,-274.2500,0.8519,1.2372,7.8
3g2k,39.2983,39.9300,-199.6500,0.1232,0.5085,4.79
1ur9,58.8154,69.4420,-347.2100,4.2004,6.4262,5.77
4zl4,60.6776,67.2940,-336.4700,1.8465,4.7699,7.86
3hx3,31.2911,34.6380,-173.1900,1.5766,1.7703,8
4qiy,36.9201,51.1560,-255.7800,4.1148,10.1211,7.3
4qxq,27.0555,30.3640,-151.8200,0.0000,3.3085,5.7
1odi,38.5222,39.5900,-197.9500,0.1127,0.9550,4.21
4afg,37.4876,37.4900,-187.4500,0.0024,0.0000,8.3
3ppm,37.9255,41.2200,-206.1000,2.8907,0.4037,9.54
1lgw,17.3560,17.3560,-86.7800,0.0000,0.0000,4
2qrk,31.4336,32.2940,-161.4700,0.0738,0.7866,4.26
2zx8,48.3432,54.3840,-271.9200,5.6381,0.4027,9.64
3oim,28.8619,33.0540,-165.2700,1.7775,2.4146,6.74
