name,Orientation_Score,Affinity_Score(Heavy_Ligand_Atoms),Affinity_Score,Buried_Protein_Hydrophobic_Term,Hydrophobic_Complementarity_Term,Polar_Component_Term,Number_of_Protein-Ligand_Hydrophobic_Contacts,Number_of_Protein-Ligand_H-bonds,Number_of_Protein-Ligand_Salt-bridges,Number_of_Metal-Ligand_Bonds,Number_of_Interfacial_Unsatisfied_Polar_Atoms,Number_of_Interfacial_Unsatisfied_Charged_Atoms,Buried_Carbons,affinity
1f4x,-7.846,-0.119,-7.602,-2.690,-0.498,0.804,50,6,0,0,6,0,1.000,5.59
3st5,-9.051,-0.107,-9.489,-6.402,-0.415,2.546,82,5,0,0,15,4,1.000,11.3
1tys,-8.834,-0.132,-7.999,-1.804,-1.245,0.268,25,15,0,0,0,2,1.000,5.49
4dkq,-7.329,-0.108,-8.121,-4.128,-0.249,1.474,63,2,1,0,10,1,1.000,6.6
4abh,-6.634,-0.147,-7.129,-2.517,-0.332,0.938,46,2,2,0,7,0,1.000,4.15
2yb0,-7.656,-0.114,-7.040,-2.128,-0.498,0.804,55,6,0,0,3,3,1.000,3.85
1f73,-8.981,-0.099,-7.297,-1.338,-1.411,0.670,21,12,5,0,5,0,0.909,2.39
4zzd,-7.669,-0.099,-7.883,-3.973,-0.166,1.474,101,1,1,0,8,3,1.000,6.6
2jdk,-9.631,-0.093,-8.271,-1.597,-1.992,0.536,18,10,14,0,4,0,0.556,6.54
4ocq,-7.296,-0.149,-7.460,-1.846,-0.664,0.268,38,8,0,0,1,1,1.000,4.61
2eg8,-7.412,-0.111,-6.547,-0.869,-0.996,0.536,11,5,7,0,3,1,1.000,4.5
4q1x,-9.330,-0.120,-9.780,-6.157,-0.415,2.010,92,5,0,0,12,3,1.000,11.15
2x0y,-7.293,-0.111,-7.208,-2.328,-0.332,0.670,51,4,0,0,3,2,1.000,4.6
1p1o,-8.532,-0.161,-7.314,-1.151,-1.079,0.134,30,7,6,0,1,0,1.000,5.76
1fzq,-9.808,-0.086,-7.634,-1.809,-1.411,0.804,37,14,3,0,3,3,0.900,7.62
3t83,-8.159,-0.052,-6.685,-2.896,-0.581,2.010,52,2,5,0,15,0,1.000,6.98
2qbu,-10.721,-0.151,-9.149,-3.407,-1.328,0.804,66,16,0,0,5,1,1.000,6.19
3k4q,-12.698,-0.089,-8.407,-1.324,-3.071,1.206,18,4,33,0,1,8,0.833,5.34
3kmy,-6.540,-0.097,-6.774,-2.296,-0.332,1.072,33,2,2,0,8,0,0.923,4.49
2r2b,-8.031,-0.049,-7.616,-2.257,-1.079,0.938,26,8,5,0,7,0,0.556,4.2
1rjk,-9.704,-0.207,-11.419,-5.971,-0.498,0.268,113,6,0,0,1,1,0.963,10
3o99,-9.220,-0.123,-10.002,-6.296,-0.498,2.010,85,6,0,0,12,3,1.000,10.82
3qx5,-8.226,-0.109,-8.284,-4.157,-0.249,1.340,85,3,0,0,10,0,1.000,4.2
4cwf,-6.820,-0.105,-7.001,-2.772,-0.083,1.072,67,1,0,0,8,0,1.000,4.49
3juq,-8.489,-0.186,-8.373,-2.727,-0.830,0.402,59,0,10,0,3,0,1.000,4.91
3s43,-8.677,-0.108,-8.984,-5.444,-0.332,2.010,81,4,0,0,13,2,1.000,8.6
2uxi,-6.205,-0.142,-8.065,-3.485,-0.166,0.804,38,2,0,0,4,2,1.000,7.3
4j22,-8.576,-0.107,-8.434,-4.173,-0.249,1.206,103,3,0,0,7,2,0.783,7.74
4ceb,-8.823,-0.110,-9.832,-6.158,-0.332,1.876,103,4,0,0,9,5,0.938,2.97
4re4,-7.328,-0.160,-6.823,-1.394,-0.747,0.536,31,5,4,0,3,1,1.000,6.87
3ip8,-6.868,-0.089,-6.199,-1.587,-0.332,0.938,43,4,0,0,7,0,1.000,2.28
4re2,-9.233,-0.184,-7.795,-1.868,-1.245,0.536,52,7,8,0,3,1,1.000,4.98
1w5x,-11.250,-0.127,-11.802,-8.683,-0.581,2.680,135,7,0,0,17,3,1.000,8.4
4kwo,-8.547,-0.086,-7.703,-3.729,-0.498,1.742,89,6,0,0,11,2,0.944,6.45
2e94,-8.833,-0.110,-8.401,-3.208,-0.913,0.938,61,5,6,0,4,3,0.895,8
4mc6,-9.259,-0.109,-9.149,-6.145,-0.332,2.546,99,4,0,0,14,5,1.000,9.59
4e7r,-10.041,-0.102,-9.297,-5.476,-0.747,2.144,91,5,4,0,12,4,0.931,7.7
2wkz,-11.687,-0.163,-13.525,-9.136,-0.913,1.742,132,7,4,0,12,1,1.000,8.77
3qaa,-9.244,-0.112,-9.790,-6.435,-0.415,2.278,88,5,0,0,15,2,1.000,11.54
1f74,-9.192,-0.117,-7.548,-1.589,-1.411,0.670,28,12,5,0,5,0,0.818,3.05
2amt,-11.107,-0.098,-8.861,-3.591,-1.660,1.608,50,10,10,0,8,4,0.944,4.44
1lkl,-9.945,-0.103,-9.557,-4.134,-1.411,1.206,48,13,4,0,8,1,0.870,5.81
3bu1,-6.291,-0.119,-6.169,-1.155,-0.332,0.536,29,2,2,0,4,0,1.000,8.15
5std,-8.603,-0.137,-9.066,-4.837,-0.083,1.072,110,1,0,0,6,2,0.957,10.49
1gjd,-8.644,-0.125,-7.979,-3.456,-0.913,1.608,57,6,5,0,12,0,1.000,5.22
2h5a,-7.807,-0.121,-6.918,-1.106,-0.996,0.402,16,10,2,0,2,1,1.000,5.1
1elb,-8.178,-0.107,-8.737,-5.197,-0.332,2.010,86,4,0,0,13,2,1.000,7.15
3d6p,-6.303,-0.055,-6.422,-1.376,-0.498,0.670,19,4,2,0,5,0,0.615,3.75
1q72,-7.539,-0.086,-7.120,-3.695,-0.083,1.876,85,1,0,0,9,5,0.941,6.85
3fat,-8.512,-0.176,-7.501,-1.638,-0.913,0.268,45,5,6,0,2,0,1.000,7.64
4avj,-8.169,-0.098,-7.877,-2.984,-0.747,1.072,50,8,1,0,8,0,0.941,7.44
3hu3,-10.781,-0.089,-7.972,-2.517,-1.577,1.340,50,11,8,0,7,3,1.000,6.89
3ms9,-6.193,-0.128,-6.750,-1.851,-0.083,0.402,47,1,0,0,3,0,1.000,5.22
3be9,-8.565,-0.131,-8.750,-4.406,-0.332,1.206,97,4,0,0,7,2,1.000,7.62
4keq,-7.711,-0.155,-7.073,-1.893,-0.498,0.536,70,1,5,0,3,1,1.000,3.82
2wyf,-7.397,-0.080,-7.128,-1.584,-0.996,0.670,18,12,0,0,3,2,0.846,4.43
3r6u,-6.318,-0.109,-5.982,-1.134,-0.166,0.536,36,2,0,0,3,1,1.000,4.52
3uw5,-9.106,-0.132,-9.823,-5.013,-0.664,1.072,84,4,4,0,6,2,0.920,7.85
4lm4,-5.688,-0.118,-6.512,-1.881,-0.083,0.670,41,1,0,0,5,0,1.000,3.04
4mc9,-9.385,-0.119,-9.632,-6.411,-0.415,2.412,94,5,0,0,14,4,1.000,9.44
4fxq,-8.324,-0.122,-8.393,-4.132,-0.249,1.206,99,3,0,0,6,3,0.900,5.77
3djv,-7.470,-0.081,-6.913,-1.586,-0.913,0.804,19,6,5,0,5,1,0.889,4.55
4z0q,-7.542,-0.178,-9.140,-3.826,-0.498,0.402,54,2,4,0,3,0,1.000,8.17
4rww,-9.722,-0.066,-8.137,-4.150,-0.913,2.144,71,9,2,0,11,5,1.000,5.85
3pwd,-6.447,-0.116,-7.543,-3.263,-0.000,0.938,66,0,0,0,6,1,1.000,6.66
2ypi,-6.580,0.004,-5.184,-0.457,-0.581,1.072,10,4,3,0,6,2,1.000,4.82
2a5s,-8.294,-0.184,-7.055,-1.160,-1.079,0.402,28,6,7,0,3,0,1.000,6.7
1n5r,-6.419,-0.100,-8.314,-4.570,-0.000,1.474,67,0,0,0,10,1,0.815,5.66
3jzg,-7.840,-0.081,-8.042,-3.915,-0.249,1.340,80,3,0,0,9,1,0.857,4.4
4do4,-8.244,-0.195,-7.952,-1.872,-0.996,0.134,42,6,6,0,1,0,1.000,7.29
5acy,-7.093,-0.164,-10.811,-5.778,-0.083,0.268,81,1,0,0,2,0,0.833,8.19
3c56,-8.038,-0.054,-6.199,-1.140,-0.913,1.072,17,9,2,0,4,4,1.000,7.89
2f7o,-9.123,-0.259,-8.063,-1.619,-1.494,0.268,36,4,14,0,2,0,1.000,7.44
4fut,-12.400,-0.097,-8.216,-2.282,-2.324,1.608,44,17,11,0,10,2,1.000,6.51
2x7t,-7.328,-0.120,-8.831,-3.300,-0.581,0.268,37,2,5,0,2,0,0.900,6.63
1fzj,-13.099,-0.114,-12.999,-7.844,-1.411,1.474,132,11,6,0,10,1,0.909,8.1
2zq2,-9.601,-0.156,-9.911,-5.018,-0.747,1.072,96,5,4,0,7,1,1.000,6.56
3gba,-9.080,-0.149,-8.352,-2.757,-0.913,0.536,60,7,4,0,4,0,1.000,9.07
3hmp,-5.653,-0.092,-6.685,-2.724,-0.083,1.340,37,1,0,0,8,2,1.000,5.49
1srg,-8.580,-0.125,-7.592,-3.280,-0.166,1.072,107,2,0,0,7,1,1.000,5.3
4b32,-5.664,-0.117,-6.503,-1.955,-0.000,0.670,44,0,0,0,5,0,1.000,3.34
3b24,-5.678,-0.053,-5.798,-1.569,-0.083,1.072,30,1,0,0,4,4,1.000,4.38
3ewj,-8.480,-0.072,-7.295,-3.608,-0.747,2.278,50,9,0,0,14,3,1.000,6.84
1ttm,-7.020,-0.131,-7.970,-2.924,-0.498,0.670,36,1,5,0,4,1,0.857,7.35
4az5,-7.898,-0.149,-7.305,-2.074,-0.415,0.402,69,5,0,0,2,1,1.000,5.99
2vsl,-8.541,-0.090,-8.280,-3.668,-0.332,0.938,89,3,1,0,5,2,0.875,8.4
3f80,-6.571,-0.080,-6.181,-1.352,-0.415,0.804,26,2,3,0,4,2,1.000,4.22
3myq,-7.509,-0.102,-8.071,-3.076,-0.581,0.804,38,3,4,0,6,0,0.778,7.52
1jn4,-10.483,-0.080,-8.584,-3.397,-1.577,1.608,50,8,11,0,10,2,0.842,4.95
1eld,-8.320,-0.080,-7.865,-4.593,-0.332,2.278,77,4,0,0,16,1,0.952,6.7
1v16,-10.809,-0.110,-8.066,-2.994,-1.328,1.474,82,7,9,0,7,4,1.000,3.87
4efs,-10.414,-0.127,-8.894,-4.990,-0.830,2.144,109,3,7,0,14,2,1.000,8.6
3d0b,-8.718,-0.146,-9.313,-5.084,-0.083,1.072,125,1,0,0,8,0,1.000,6.54
4wk1,-9.388,-0.061,-7.904,-3.732,-0.830,1.876,71,9,1,0,9,5,0.900,5.89
4f1l,-8.219,-0.143,-7.650,-2.553,-0.415,0.536,77,5,0,0,3,1,1.000,5.12
3c2o,-8.320,-0.185,-7.433,-1.589,-1.162,0.536,31,1,13,0,4,0,1.000,3.35
3b4f,-6.842,-0.051,-6.381,-2.656,-0.249,1.742,44,3,0,0,9,4,1.000,8.14
3pwk,-6.887,-0.152,-7.045,-1.399,-0.830,0.402,16,0,10,0,3,0,1.000,3.35
1zhy,-7.176,-0.167,-9.884,-5.738,-0.000,1.072,76,0,0,0,8,0,0.926,6.52
2cgf,-6.533,-0.097,-7.442,-3.398,-0.166,1.340,47,2,0,0,7,3,1.000,6.41
4azb,-9.214,-0.112,-8.024,-3.265,-0.747,1.206,82,7,2,0,6,3,0.933,7.24
2j79,-8.389,-0.157,-7.255,-1.392,-0.913,0.268,45,6,5,0,2,0,1.000,5.96
1i5r,-13.025,-0.148,-12.465,-8.561,-0.830,2.144,167,10,0,0,14,2,1.000,8.52
1o33,-7.844,-0.114,-7.385,-2.492,-0.747,1.072,49,5,4,0,7,1,1.000,5.74
1ciz,-10.491,-0.145,-10.422,-6.333,-0.747,1.876,116,3,6,0,11,3,1.000,7.44
2aqu,-10.481,-0.142,-12.462,-8.322,-0.664,1.742,115,8,0,0,11,2,1.000,9.32
3t2q,-9.325,-0.205,-7.678,-1.368,-1.494,0.402,34,4,14,0,3,0,1.000,3.66
3g2l,-8.099,-0.090,-7.563,-3.423,-0.664,1.742,42,6,2,0,11,2,1.000,3.87
1jaq,-7.083,-0.055,-6.377,-2.486,-0.415,1.742,29,5,0,0,10,3,1.000,4.48
4z1k,-7.363,-0.180,-9.539,-3.874,-0.581,0.134,41,3,4,0,1,0,1.000,8.33
3o8p,-7.509,-0.144,-8.238,-3.224,-0.332,0.536,64,4,0,0,3,1,1.000,6.46
3dd8,-7.421,-0.120,-8.090,-2.693,-0.581,0.402,37,2,5,0,3,0,0.625,7.85
3ejq,-9.919,-0.207,-9.772,-3.896,-1.328,0.670,74,4,12,0,5,0,1.000,8.57
2qrl,-6.861,-0.150,-6.723,-0.943,-0.830,0.268,16,1,9,0,2,0,1.000,4
3nes,-6.634,-0.160,-9.057,-4.209,-0.166,0.536,60,1,1,0,3,1,1.000,5.62
3k99,-6.770,-0.146,-7.984,-3.404,-0.166,0.804,59,2,0,0,6,0,1.000,7.22
2v57,-6.963,-0.149,-7.604,-3.024,-0.166,0.804,69,2,0,0,4,2,1.000,7.1
1zpa,-8.918,-0.088,-9.706,-7.538,-0.166,3.216,100,2,0,0,20,4,0.973,8.4
4e4n,-7.655,-0.118,-8.157,-3.896,-0.249,1.206,70,3,0,0,9,0,1.000,9.05
1ax0,-6.684,-0.075,-6.341,-1.780,-0.415,1.072,33,5,0,0,8,0,1.000,3.13
10gs,-9.488,-0.163,-10.597,-4.836,-1.079,0.536,70,7,6,0,4,0,0.913,6.4
4b5d,-7.598,-0.106,-7.129,-3.034,-0.083,1.206,76,1,0,0,8,1,1.000,7.89
3o9a,-9.649,-0.118,-9.944,-6.372,-0.498,2.144,94,6,0,0,13,3,1.000,10.7
3si3,-7.615,-0.122,-8.395,-4.134,-0.249,1.206,72,3,0,0,9,0,1.000,4.16
2hf8,-13.031,-0.121,-9.100,-2.547,-2.407,1.072,48,15,14,0,6,2,1.000,5.47
3u8j,-7.300,-0.132,-6.928,-2.297,-0.083,0.670,78,1,0,0,5,0,1.000,8.51
1ypj,-9.447,-0.132,-9.570,-5.296,-0.664,1.608,96,4,4,0,9,3,0.962,7.02
1eb2,-9.635,-0.139,-10.099,-5.474,-0.747,1.340,98,5,4,0,10,0,0.929,6.01
2zmm,-8.929,-0.122,-8.993,-4.100,-0.747,1.072,67,3,6,0,7,1,0.952,7.6
3pbb,-7.469,-0.122,-7.903,-3.725,-0.166,1.206,72,2,0,0,8,1,1.000,7.02
3g2y,-6.215,-0.079,-6.320,-1.140,-0.498,0.536,15,5,1,0,4,0,1.000,2
2wm0,-9.666,-0.074,-8.337,-5.084,-0.581,2.546,96,7,0,0,14,5,1.000,4.52
2w7y,-9.654,-0.076,-7.948,-3.827,-0.913,2.010,75,11,0,0,10,5,1.000,6.08
4igt,-8.860,-0.153,-7.820,-2.059,-1.079,0.536,43,7,6,0,4,0,1.000,7.89
4n6h,-8.418,-0.166,-10.356,-5.342,-0.332,0.536,96,2,2,0,3,1,1.000,9.28
4clj,-7.604,-0.108,-8.447,-4.805,-0.166,1.742,73,2,0,0,13,0,1.000,9.15
4omc,-13.157,-0.109,-11.122,-5.271,-2.241,1.608,87,10,17,0,11,1,0.886,10.78
2q8m,-8.306,-0.079,-7.033,-2.057,-0.830,1.072,36,8,2,0,6,2,1.000,4.03
2p95,-8.845,-0.078,-7.562,-4.807,-0.083,2.546,117,1,0,0,19,0,1.000,9.37
3buf,-5.549,-0.101,-6.328,-1.397,-0.249,0.536,19,1,2,0,4,0,0.667,3.1
4tkj,-7.074,-0.191,-8.656,-3.374,-0.332,0.268,52,1,3,0,2,0,0.938,6.04
3c89,-9.844,-0.131,-9.807,-3.899,-1.494,0.804,44,8,10,0,5,1,0.895,6.07
3old,-13.236,-0.092,-11.317,-7.004,-1.909,2.814,102,11,12,0,15,6,0.973,5.9
3zsq,-8.453,-0.121,-9.920,-5.359,-0.415,1.072,83,4,1,0,8,0,0.935,4.96
1gjc,-7.978,-0.106,-7.856,-4.067,-0.581,2.010,61,4,3,0,15,0,0.900,6.35
1nvr,-8.623,-0.150,-10.455,-5.977,-0.332,1.072,97,2,2,0,7,1,1.000,8.11
3sap,-7.416,-0.138,-8.540,-3.628,-0.498,0.804,50,2,4,0,6,0,1.000,7.59
3zv7,-6.677,-0.108,-6.733,-2.555,-0.166,1.206,58,2,0,0,6,3,1.000,5.92
3gxy,-7.905,-0.054,-7.318,-2.157,-0.747,0.804,26,9,0,0,5,1,0.565,5.59
3t8v,-12.445,-0.166,-11.850,-6.178,-1.660,1.206,113,8,12,0,8,1,0.966,6.59
2bys,-9.728,-0.192,-10.016,-5.034,-0.166,0.402,130,2,0,0,3,0,1.000,9.52
1hih,-9.096,-0.143,-11.068,-6.526,-0.664,1.340,71,8,0,0,7,3,1.000,8.05
3mtw,-13.199,-0.250,-9.219,-1.645,-2.490,0.134,67,7,23,0,1,0,1.000,7.04
3igp,-6.746,-0.125,-7.473,-2.293,-0.498,0.536,25,2,4,0,4,0,1.000,7.02
2glp,-8.336,-0.105,-7.428,-3.033,-0.249,1.072,92,1,2,0,6,2,1.000,5.01
2ha3,-5.842,-0.065,-5.674,-1.177,-0.083,0.804,35,1,0,0,5,1,1.000,3.03
1fv0,-7.078,-0.084,-7.389,-3.964,-0.083,1.876,53,1,0,0,9,5,1.000,5.93
1k9s,-8.043,-0.108,-7.381,-2.520,-0.581,0.938,59,7,0,0,4,3,1.000,6.52
2i3i,-9.343,-0.135,-9.941,-4.378,-0.747,0.402,83,5,4,0,2,1,0.960,7.3
3ug2,-6.528,-0.068,-7.313,-3.352,-0.083,1.340,50,1,0,0,7,3,0.909,8.25
4ygf,-6.691,-0.084,-6.316,-0.919,-0.581,0.402,15,3,4,0,3,0,1.000,7.68
1qyg,-8.243,-0.097,-7.262,-3.486,-0.166,1.608,98,2,0,0,9,3,0.938,6.85
3w07,-8.724,-0.112,-7.560,-1.984,-1.162,0.804,35,11,3,0,4,2,1.000,3.38
4b2i,-5.963,-0.154,-6.607,-1.491,-0.166,0.268,35,2,0,0,2,0,1.000,3
1h2k,-7.673,-0.166,-6.875,-0.929,-0.996,0.268,21,7,5,0,2,0,1.000,2.92
3rt8,-8.649,-0.154,-7.527,-1.632,-1.079,0.402,37,7,6,0,3,0,1.000,6.35
3qgw,-7.531,-0.121,-8.851,-4.807,-0.166,1.340,80,2,0,0,9,1,0.909,5.89
4ek9,-7.965,-0.065,-6.584,-2.744,-0.498,1.876,57,2,4,0,12,2,1.000,4.42
2h4k,-8.508,-0.179,-8.796,-3.233,-0.747,0.402,56,3,6,0,3,0,1.000,5.49
4gq4,-7.873,-0.112,-8.233,-4.106,-0.249,1.340,75,3,0,0,7,3,1.000,7.66
1k6v,-9.970,-0.115,-10.855,-7.819,-0.498,2.680,107,6,0,0,16,4,1.000,6.92
1ndw,-7.079,-0.140,-7.869,-3.206,-0.249,0.804,66,3,0,0,4,2,1.000,5.23
3cd7,-10.584,-0.162,-12.001,-6.476,-1.245,0.938,77,10,5,0,3,4,0.970,7.84
4acc,-7.247,-0.082,-7.758,-4.250,-0.166,1.876,65,2,0,0,11,3,0.950,7.7
1gwv,-6.954,-0.071,-6.862,-2.301,-0.415,1.072,40,4,1,0,6,2,0.833,2.57
4o0b,-8.413,-0.175,-10.299,-5.719,-0.166,0.804,107,2,0,0,6,0,1.000,8.3
2rkf,-9.244,-0.115,-10.496,-7.358,-0.332,2.412,103,4,0,0,16,2,0.973,9.08
2qbw,-12.529,-0.097,-11.588,-7.786,-0.996,2.412,135,12,0,0,14,4,0.814,7.25
1c5q,-7.190,-0.145,-7.109,-2.248,-0.581,0.938,43,3,4,0,7,0,1.000,6.36
3iqu,-8.741,-0.069,-8.750,-4.597,-1.079,2.144,45,12,1,0,9,7,0.840,4.77
4r5b,-7.295,-0.072,-6.945,-1.567,-0.830,0.670,15,5,5,0,4,1,1.000,6.73
1f57,-7.062,-0.234,-6.853,-0.907,-0.996,0.268,14,1,11,0,2,0,1.000,5.64
4r73,-9.053,-0.139,-7.439,-1.346,-1.411,0.536,16,13,4,0,2,2,1.000,7.64
3bf1,-8.207,-0.062,-6.887,-2.281,-0.996,1.608,33,7,5,0,10,2,1.000,2.52
2xjg,-7.772,-0.171,-9.141,-4.293,-0.166,0.536,86,2,0,0,4,0,1.000,7.82
4bf6,-7.377,-0.143,-8.368,-2.971,-0.581,0.402,37,3,4,0,3,0,0.846,8.35
1adl,-6.807,-0.160,-8.731,-3.532,-0.249,0.268,54,1,2,0,1,1,0.950,5.36
4qgi,-10.332,-0.118,-10.993,-7.255,-0.664,2.144,104,7,1,0,15,1,0.947,3.9
4o04,-8.079,-0.160,-9.386,-4.857,-0.249,0.938,90,3,0,0,6,1,1.000,6.16
3bxh,-8.369,-0.128,-7.268,-1.373,-1.079,0.402,19,11,2,0,3,0,1.000,4.03
1ai7,-6.196,-0.165,-6.371,-1.421,-0.000,0.268,54,0,0,0,2,0,1.000,4.09
2oxn,-7.776,-0.121,-8.241,-2.997,-0.830,0.804,42,8,2,0,4,2,0.933,7.44
4wn5,-8.689,-0.169,-9.442,-4.460,-0.166,0.402,112,2,0,0,3,0,0.952,7.41
4f9y,-7.585,-0.154,-9.063,-4.483,-0.166,0.804,87,2,0,0,5,1,1.000,6.74
3ru1,-6.437,-0.104,-7.602,-3.475,-0.249,1.340,42,3,0,0,7,3,0.895,4.85
4crl,-7.231,-0.124,-9.567,-5.606,-0.083,1.340,79,1,0,0,7,3,0.900,9.71
1ta6,-8.763,-0.122,-9.248,-5.038,-0.332,1.340,93,4,0,0,10,0,0.958,9.13
3bwj,-11.708,-0.089,-9.662,-6.013,-1.245,2.814,101,9,6,0,16,5,0.964,6.5
1ype,-9.804,-0.165,-10.676,-5.783,-0.747,1.072,101,5,4,0,7,1,0.962,8.1
1hpv,-8.424,-0.069,-7.647,-4.994,-0.249,2.814,77,3,0,0,20,1,1.000,9.22
2vj8,-10.845,-0.124,-8.821,-4.630,-0.581,1.608,137,1,6,0,11,1,1.000,8.7
3m67,-7.321,-0.086,-7.615,-3.105,-0.498,1.206,38,2,4,0,9,0,0.824,6.74
4c2v,-8.708,-0.092,-8.637,-5.314,-0.249,2.144,100,3,0,0,10,6,0.923,9
1o2j,-8.002,-0.108,-7.821,-3.898,-0.581,1.876,61,3,4,0,14,0,0.944,6.92
4ou3,-8.315,-0.035,-6.629,-3.344,-0.747,2.680,43,6,3,0,15,5,0.950,4.41
3el9,-10.266,-0.128,-11.730,-7.456,-0.664,1.608,104,8,0,0,11,1,0.947,8.4
2pvl,-7.741,-0.106,-7.978,-3.934,-0.166,1.340,77,2,0,0,7,3,1.000,7.62
2oi2,-7.558,-0.079,-6.636,-1.392,-0.830,0.804,23,8,2,0,4,2,1.000,6.3
2wzs,-9.082,-0.230,-8.438,-1.860,-1.494,0.134,35,6,12,0,1,0,1.000,3.85
4poh,-8.464,-0.219,-10.254,-4.838,-0.332,0.134,93,1,3,0,1,0,1.000,8
3el5,-9.428,-0.130,-10.434,-7.162,-0.332,2.278,107,3,1,0,16,1,1.000,7.72
2xpk,-9.437,-0.155,-9.405,-4.678,-0.581,1.072,97,6,1,0,6,2,1.000,11.3
1v2u,-6.786,-0.128,-6.373,-1.595,-0.498,0.938,37,2,4,0,7,0,1.000,3.37
4fev,-6.708,-0.121,-7.763,-3.451,-0.166,1.072,59,2,0,0,8,0,1.000,5.42
4mc2,-9.310,-0.123,-9.910,-6.421,-0.415,2.144,90,5,0,0,13,3,1.000,8.19
1nh0,-11.234,-0.118,-11.453,-8.085,-0.830,2.680,116,6,4,0,15,5,1.000,9.74
2zym,-10.745,-0.058,-9.016,-5.884,-0.996,3.082,94,9,3,0,18,5,0.750,6.14
1o5r,-8.263,-0.111,-8.889,-5.432,-0.249,2.010,94,3,0,0,13,2,1.000,8.12
5azf,-10.671,-0.132,-10.626,-4.865,-1.079,0.536,98,5,8,0,1,3,0.926,4.44
3sbi,-7.250,-0.140,-8.020,-2.974,-0.498,0.670,42,2,4,0,5,0,1.000,7.92
4kwg,-6.735,-0.106,-6.598,-2.101,-0.083,0.804,61,1,0,0,3,3,1.000,6
1drk,-8.821,-0.240,-7.620,-1.157,-1.245,0.000,42,10,5,0,0,0,1.000,6.82
1zoh,-5.991,-0.098,-6.889,-2.341,-0.000,0.670,38,0,0,0,5,0,1.000,7
4knm,-7.363,-0.132,-8.257,-3.211,-0.498,0.670,40,2,4,0,5,0,0.929,8
3iw6,-8.192,-0.144,-9.402,-5.224,-0.166,1.206,93,2,0,0,7,2,1.000,5.48
1pme,-7.505,-0.126,-8.610,-4.515,-0.083,1.206,79,1,0,0,9,0,0.952,9.4
4b76,-7.081,-0.114,-7.160,-2.982,-0.166,1.206,62,0,2,0,9,0,1.000,4.54
4e4l,-7.528,-0.106,-7.663,-3.619,-0.166,1.340,71,2,0,0,9,1,1.000,8.77
4jss,-4.772,-0.140,-6.335,-1.385,-0.000,0.268,17,0,0,0,2,0,1.000,3.3
4r4o,-7.691,-0.096,-9.075,-5.803,-0.332,2.278,64,2,2,0,10,7,0.931,5.82
2qnp,-9.653,-0.142,-11.054,-6.812,-0.498,1.474,109,2,4,0,10,1,1.000,6.41
2jh6,-8.386,-0.088,-7.677,-4.169,-0.166,1.876,86,2,0,0,12,2,1.000,7.77
4ef6,-7.223,-0.131,-7.055,-2.277,-0.498,0.938,43,4,2,0,6,1,1.000,2.92
1uou,-7.098,-0.089,-6.643,-2.082,-0.415,1.072,36,5,0,0,7,1,1.000,7.7
4hf4,-8.710,-0.144,-9.816,-5.772,-0.166,1.340,123,2,0,0,9,1,1.000,8.62
1add,-7.450,-0.116,-7.422,-2.510,-0.498,0.804,52,6,0,0,5,1,1.000,6.74
2cle,-7.364,-0.040,-6.056,-2.299,-0.415,1.876,49,5,0,0,10,4,1.000,3.55
4axd,-10.122,-0.084,-7.815,-2.309,-1.494,1.206,37,7,11,0,5,4,1.000,4.43
1my4,-9.133,-0.187,-8.019,-1.639,-1.162,0.000,46,8,6,0,0,0,1.000,6.98
1phw,-5.376,0.015,-5.019,-1.141,-0.000,1.340,18,0,0,0,8,2,1.000,3.3
3iss,-9.494,-0.036,-6.818,-3.201,-1.079,2.680,43,9,4,0,14,6,0.950,6.05
4ddm,-5.812,-0.087,-6.267,-1.604,-0.249,0.804,28,1,2,0,6,0,1.000,2.46
2zz2,-9.165,-0.096,-7.421,-2.215,-1.328,1.340,33,9,7,0,7,3,1.000,4.54
3ioe,-8.705,-0.093,-7.550,-3.410,-0.664,1.742,52,7,1,0,11,2,1.000,3.27
3ekx,-9.612,-0.139,-10.762,-7.005,-0.415,1.876,106,4,1,0,14,0,1.000,9.41
1b4h,-10.636,-0.153,-9.195,-3.721,-1.328,1.072,66,9,7,0,6,2,1.000,5.46
2azr,-8.680,-0.159,-7.929,-2.551,-0.830,0.670,59,3,7,0,5,0,1.000,3.64
1f8b,-8.746,-0.137,-7.966,-2.039,-1.245,0.536,31,3,12,0,3,1,0.909,5.4
4bj8,-8.578,-0.162,-7.805,-2.542,-0.581,0.536,69,7,0,0,4,0,1.000,8.29
4l4v,-9.959,-0.126,-8.105,-2.797,-1.162,1.072,73,8,6,0,6,2,1.000,5.78
3l7a,-9.350,-0.077,-7.308,-3.487,-0.747,2.144,69,8,1,0,13,3,1.000,4.33
5btx,-7.193,-0.060,-6.531,-1.836,-0.415,0.938,61,4,1,0,4,3,0.800,3.55
3g2j,-8.282,-0.104,-6.882,-1.823,-0.913,1.072,28,9,2,0,7,1,1.000,4.75
4djr,-9.037,-0.116,-9.845,-6.356,-0.415,2.144,87,5,0,0,11,5,1.000,11.52
4sga,-8.497,-0.123,-9.393,-4.615,-0.498,0.938,83,5,1,0,7,0,0.917,7.3
2pql,-7.425,-0.199,-7.608,-2.326,-0.332,0.268,67,1,3,0,1,1,1.000,7.28
