name,total,qq_pl,desolv_pl,vdw_pl,hbond_pl,qq_l,desolv_l,vdw_l,DrugScore,HMscore,PLP_tor,affinity
1msm,-25.423,-1.304,9.975,-18.606,-1.880,-0.627,1.914,-3.309,-7.629,3.955,13.400,10.48
3kmy,-9.791,-2.282,4.683,-6.830,-2.028,0.268,0.381,-0.646,17.529,1.469,4.300,4.49
1kzn,-18.205,-1.018,8.283,-13.799,-1.706,-1.072,1.557,-3.775,44.771,4.004,11.500,8.92
3tfn,-10.981,-1.013,5.700,-10.991,-0.739,-0.518,0.490,4.456,7.557,3.862,10.000,6.57
3a1c,-9.247,0.515,17.458,-13.352,-3.561,0.758,2.955,-1.820,30.186,-0.000,24.500,4
4kyh,-11.446,-1.110,3.417,-5.844,-0.815,-0.012,0.816,-1.035,14.043,6.620,5.400,5.92
1aaq,-21.584,-2.273,9.850,-13.665,-3.362,-1.172,2.058,-3.529,-3.329,2.026,30.200,8.4
1w3l,-15.657,-3.274,10.892,-11.759,-6.193,-1.307,2.414,-2.100,62.643,0.168,37.600,6.28
4lbu,-18.248,-1.839,14.025,-14.775,-4.636,-0.367,1.077,-0.981,16.486,0.631,11.200,6.56
3r1v,-10.983,-0.010,0.508,-7.063,-0.000,0.003,-0.023,-0.366,11.614,5.624,2.600,6.92
3dzt,-19.995,-1.822,3.008,-12.118,-1.660,-0.031,0.040,-0.721,20.114,7.798,27.800,7.22
4av5,-15.521,-3.033,7.658,-9.332,-4.346,-0.450,0.563,-0.806,53.971,4.665,13.400,7.21
2zn7,-19.297,-4.160,7.342,-11.016,-2.412,0.616,0.559,-2.615,24.029,5.347,5.500,7.89
3f33,-7.345,-0.044,1.942,-6.165,-0.002,0.070,0.111,-0.114,14.557,3.162,2.700,3.34
1c3e,-17.785,-1.303,11.092,-13.437,-4.093,0.301,1.483,-1.815,11.286,2.824,8.400,6.59
4kb9,-22.753,-0.762,7.858,-16.756,-1.862,-0.537,1.610,-3.595,14.157,4.723,21.400,11
4cga,-15.716,-0.776,3.850,-10.992,0.000,0.148,0.113,-0.312,-9.957,4.877,7.100,6.4
2xhm,-18.781,-0.412,10.375,-13.210,-2.884,-1.155,2.602,-3.932,12.671,3.519,22.300,6.8
2pu2,-13.401,-2.899,7.342,-8.133,-1.726,-0.402,1.211,-1.499,5.300,2.359,6.300,4.43
1g54,-9.557,0.934,5.033,-7.205,-0.598,-0.381,0.619,-0.637,4.614,4.052,1.800,8.82
4x48,-12.940,-0.311,7.017,-12.843,-0.495,-0.654,0.542,-1.280,23.757,0.655,3.400,6.77
4nh8,-16.782,-0.195,6.417,-12.180,-0.332,0.248,0.884,-1.146,-11.329,5.441,0.400,8.52
4o0a,-21.433,-4.009,7.792,-12.207,-2.387,-0.287,1.335,-2.312,33.600,7.357,4.700,6.72
1lan,-5.890,1.811,4.425,-4.628,-1.564,0.181,0.290,-0.116,-37.300,-0.000,7.700,7.22
3muz,-10.950,-0.849,6.250,-6.883,-2.369,-0.672,0.532,-0.435,-5.086,1.182,18.100,3.46
4u1b,-1.974,6.556,6.875,-6.943,-0.779,0.290,0.632,0.197,0.986,3.332,16.400,5.31
3u6h,-20.527,-0.524,7.025,-16.357,-1.026,-0.132,0.902,-1.170,22.200,6.111,4.800,9
3bgq,-13.264,-0.389,3.975,-8.850,-0.711,-0.101,0.556,-1.184,11.200,5.244,1.500,7.96
4n7m,-11.549,-0.027,3.675,-8.096,-0.002,0.007,0.170,0.041,-14.514,3.827,0.000,5.47
3pb7,-11.230,0.003,3.625,-8.759,-0.236,-0.316,0.466,-0.490,-8.386,2.308,9.500,5.74
2cc7,-5.388,3.140,5.608,-6.920,-1.165,0.000,0.000,0.000,-1.014,1.247,0.000,8.01
3hvh,-22.799,-1.766,14.017,-18.822,-4.754,-0.539,1.494,-1.429,39.043,2.612,9.000,8.52
4b33,-7.512,-0.367,1.983,-5.211,-0.571,0.000,0.088,-0.025,5.157,2.696,1.500,3.37
3mf5,-23.435,-1.773,2.625,-9.330,-0.987,-0.013,0.226,-1.693,-88.071,5.787,0.900,5.36
4csd,-9.680,-1.688,4.883,-5.943,-3.260,-0.927,0.305,-0.182,24.214,0.612,11.600,5.91
1dzk,0.210,0.006,2.025,1.306,-0.001,-0.041,0.068,-0.190,13.143,2.706,4.100,6.1
4n6h,-14.932,-0.625,4.217,-10.941,-0.545,0.306,0.377,-0.475,6.100,5.465,8.200,9.28
2aoc,-36.189,-3.357,14.708,-20.236,-6.459,-1.873,4.081,-5.541,-42.914,4.134,57.100,4.89
4bi6,-5.569,-0.613,6.783,-5.303,-2.480,-0.609,0.295,-0.224,32.900,-0.000,8.400,3.95
4fxq,-13.422,-0.949,6.350,-11.497,-1.200,-0.086,0.118,-0.364,-4.986,0.253,5.600,5.77
4rr6,-16.878,-1.351,13.308,-13.036,-3.944,-0.655,1.845,-1.454,13.200,1.938,18.800,6
3f6e,-32.414,-3.346,22.492,-19.096,-5.276,-0.159,2.852,-2.241,-96.900,3.207,17.700,2.38
1o5g,-2.819,-2.520,10.442,-10.928,11.304,0.267,1.140,-0.806,15.471,2.635,2.200,4.96
3lc3,-10.435,-1.920,8.625,-9.648,-2.000,0.229,0.532,-0.352,19.629,0.301,0.400,5.23
1gcz,-10.071,-0.632,4.300,-9.700,-1.886,0.168,0.171,-0.397,45.643,2.501,3.000,5.13
1o2w,-8.124,-2.300,11.017,-9.479,-0.975,0.721,1.823,-1.035,14.443,-0.000,2.500,5.85
1if8,-10.923,0.973,4.833,-7.082,-0.646,-0.379,0.518,-0.816,-1.686,5.082,6.800,9.64
3ies,-22.122,-1.614,17.317,-20.854,-3.036,-0.880,2.686,-2.347,43.300,2.432,18.800,9.92
1qan,-19.134,-2.938,12.392,-13.834,-3.358,-1.267,1.226,-1.123,10.271,0.672,18.800,4.48
3zze,-16.751,-0.666,6.450,-12.100,-1.585,-0.058,0.729,-1.085,3.586,4.218,6.300,8.89
3qox,-21.408,-3.971,13.333,-14.762,-5.080,-1.522,1.234,-1.067,26.229,0.307,19.600,6.57
4djy,-15.777,-2.487,6.992,-10.587,-1.860,0.035,0.819,-1.156,2.457,2.847,2.900,8.27
1l8g,-15.173,-3.924,9.558,-12.626,-2.826,0.390,1.018,-1.210,32.429,0.415,6.900,6.22
5e2o,-18.673,-1.802,9.183,-15.882,-1.472,-0.286,1.188,-2.136,12.943,1.314,10.600,8.7
3roc,-13.811,-0.496,5.692,-11.779,-0.666,-0.330,0.870,-1.455,41.757,4.752,8.800,8.19
4llk,-8.148,0.005,2.175,-5.186,-0.428,0.000,0.000,0.000,-6.800,2.985,0.000,3
3g1d,-14.075,-2.941,11.600,-10.347,-6.441,-1.050,1.144,-0.995,62.471,0.338,15.400,3.48
3ppr,-9.404,-1.075,5.117,-5.944,-1.164,-0.778,0.159,-0.059,-5.971,0.886,1.100,2.82
4oma,-23.821,-5.377,13.633,-12.446,-4.705,-1.640,1.432,-0.806,-34.543,0.001,7.900,4.17
4q46,-11.999,-4.066,11.625,-9.316,-2.055,0.376,1.952,-1.297,27.843,2.447,19.200,3.77
2qd6,-21.182,-1.083,8.183,-15.761,-1.673,-0.607,1.618,-3.527,16.529,4.007,20.000,8.68
4v27,-11.689,-4.124,8.242,-8.658,-3.409,-0.506,1.230,-0.936,42.271,0.127,25.000,6.66
1e5j,-16.289,-3.158,11.067,-11.773,-4.655,-2.439,3.688,-3.222,55.014,0.631,57.700,4
2v3d,-10.908,-3.063,7.492,-8.210,-3.774,-0.027,0.529,-0.409,32.029,-0.000,18.800,3.94
4x8u,-7.446,-0.045,5.492,-8.193,-0.314,-0.397,0.164,-0.139,13.400,-0.000,0.000,2.46
2hzy,-10.600,-0.725,9.192,-9.685,-3.956,0.024,0.686,-0.720,29.286,0.357,12.200,7.39
4y2q,-11.710,-2.518,5.225,-6.997,-0.967,-0.132,0.468,-0.497,13.400,3.759,0.100,2.92
3w07,-12.216,-2.154,11.783,-9.780,-5.962,-1.183,1.142,-0.969,68.814,0.338,14.200,3.38
2zpk,-25.487,-1.939,10.608,-14.949,-3.925,-2.362,3.856,-5.389,-13.200,2.520,25.900,7.76
5e1s,-16.162,-0.288,9.700,-12.165,-0.831,-0.295,1.398,-1.902,-8.386,3.854,11.600,7.92
3l6h,-7.869,-0.962,2.967,-5.758,-0.967,-0.721,0.112,0.061,2.300,0.159,2.700,5.4
3w37,-18.009,-4.439,12.317,-13.159,-5.320,-2.448,3.812,-3.317,85.643,1.380,52.400,5.18
4gzx,-11.684,-3.411,10.125,-7.699,-2.793,-0.607,2.562,-2.024,2.500,-0.000,38.100,3.19
4np3,-8.148,-0.553,5.675,-6.811,-0.649,0.196,0.445,-0.451,-15.714,0.267,4.100,3.3
4f7v,-22.377,-2.096,19.333,-16.495,-6.879,-0.707,2.546,-2.208,7.200,0.721,15.300,5.38
1ctu,-12.092,-1.661,9.967,-10.770,-3.908,-0.496,0.810,-0.611,45.557,0.545,11.100,11.92
4djx,-13.697,-2.446,7.100,-9.596,-1.848,0.037,0.780,-1.031,16.257,2.847,2.800,7.23
4lxd,-21.435,-0.584,7.400,-15.220,-0.509,-0.076,1.273,-2.015,-10.971,5.960,3.400,7.23
3dne,-10.004,-0.866,4.833,-7.437,-1.475,0.016,0.251,-0.302,7.271,2.036,0.000,5.22
1uz1,-9.813,-1.518,6.450,-7.178,-3.916,-0.176,0.313,-0.135,21.214,0.127,10.200,6.89
3cs7,-18.500,-0.628,6.783,-15.002,-0.521,0.056,0.403,-1.901,-4.171,2.519,6.500,10.68
4q99,-5.633,0.085,2.567,-4.798,-0.438,-0.061,0.089,-0.031,12.614,2.162,2.000,6.28
2nn1,-7.762,-0.158,4.258,-6.116,-1.049,-0.217,0.332,-0.239,0.471,1.266,3.800,5.82
2x97,-16.667,0.844,11.492,-11.927,-2.991,-1.342,2.357,-2.999,-4.757,2.776,21.400,5.66
3p2e,-18.467,-3.289,11.600,-12.388,-4.520,-1.473,1.230,-1.146,15.543,-0.000,24.000,6.22
1r0p,-21.578,-0.618,5.708,-14.044,-1.801,0.096,0.397,-0.494,0.457,7.900,4.600,8
3tfp,-13.861,0.117,6.433,-12.526,-0.289,-0.550,1.020,-1.750,48.786,5.379,4.500,6.47
1zsf,-26.664,-3.678,12.425,-18.392,-4.599,-1.154,3.635,-3.672,23.214,4.007,31.000,9.92
1gar,-27.946,-5.397,16.717,-17.262,-6.096,-0.567,2.476,-2.672,-2.271,2.679,32.600,10
3f6g,-12.633,-1.902,3.833,-6.388,-2.904,-0.916,0.200,-0.060,0.371,1.752,9.100,4.72
1v2s,-8.158,-1.656,6.842,-6.153,-2.101,0.298,0.370,-0.135,-2.329,-0.000,0.000,4.17
1rmz,-8.626,1.657,5.000,-8.935,-1.151,-0.009,0.627,-1.195,5.757,1.182,3.600,8
4rdn,-10.761,-0.552,9.342,-10.221,-1.727,-0.527,0.916,-0.670,13.271,0.166,11.000,5.92
4pmm,-23.046,-0.924,6.500,-16.213,-1.758,-0.184,0.757,-1.361,0.557,5.961,5.600,7.57
2jdp,-5.052,-0.072,4.583,-4.675,-2.718,-0.532,0.226,-0.201,30.171,-0.000,7.600,6.6
3tf6,-6.298,-1.295,3.858,-5.467,-0.484,0.069,0.318,-0.216,6.429,0.296,2.500,6.4
4rsk,-8.789,-1.060,7.483,-6.969,-2.075,-1.248,1.361,-0.981,23.014,0.338,15.600,4.32
3ekx,-23.239,-1.598,8.692,-16.203,-1.640,-0.691,1.789,-3.395,-10.857,3.306,16.100,9.41
2zz1,-17.459,-6.422,13.842,-10.673,-6.822,-0.376,1.465,-1.027,43.943,-0.000,12.500,4.54
4o2p,-17.394,-0.406,8.067,-12.840,-1.040,-0.185,1.558,-1.807,-1.743,5.117,10.000,6.7
4io2,-13.787,-4.310,6.758,-6.729,-4.622,-1.011,0.445,-0.335,18.100,-0.000,13.800,6.7
1xk9,-11.394,-1.244,4.625,-8.336,-0.224,-0.227,0.324,-0.426,0.343,2.436,3.800,6.85
4djp,-21.340,-1.097,7.867,-15.651,-1.656,-0.571,1.602,-3.120,10.086,4.338,30.200,10.55
3wgg,-20.416,-3.663,17.275,-17.953,-4.447,-0.786,3.164,-2.510,61.671,2.111,30.300,4.4
4qjm,-12.513,0.815,8.408,-12.535,-0.612,0.458,1.630,-3.229,28.243,3.472,7.100,8.17
3fk1,-10.399,-2.014,7.633,-5.741,-3.728,-1.859,0.373,-0.261,29.571,-0.000,10.100,2.62
1tpw,-7.244,-0.982,6.742,-6.200,-3.636,-0.556,0.331,-0.250,39.857,-0.000,7.000,3.3
2oxn,-10.076,-1.999,5.942,-6.446,-2.964,-0.627,1.124,-0.949,24.243,1.487,10.900,7.44
3d9z,-7.142,0.910,4.800,-6.440,-0.665,0.308,0.306,-0.170,3.300,2.921,0.000,8.7
3ppp,-7.081,-0.772,3.000,-4.667,-0.915,-0.709,0.111,-0.039,-4.357,0.159,3.100,5.22
4gii,-12.989,-0.526,7.475,-10.990,-1.035,-0.341,0.970,-1.091,0.643,1.462,0.000,8.74
1dar,-13.440,-4.371,14.142,-11.034,-3.972,0.116,2.384,-1.340,27.371,-0.000,15.400,4.96
1gj7,-12.589,-2.473,11.125,-11.591,-3.253,0.433,1.066,-0.700,25.571,-0.000,0.000,7.89
4f6u,-19.840,-0.677,6.692,-14.319,-2.012,-0.399,0.838,-1.136,-29.929,1.663,5.900,6.15
3f5k,-17.559,-3.190,18.217,-17.209,-4.546,-3.335,5.041,-4.357,121.086,0.672,66.300,4.62
3czv,-5.657,0.889,5.025,-5.700,-0.620,0.060,0.340,-0.292,-4.543,0.823,0.000,7.8
3wha,-13.045,-0.786,10.725,-11.067,-0.656,-0.657,1.832,-1.347,1.771,2.442,9.900,9.32
3v2n,-10.433,1.820,1.117,-6.482,-0.022,0.000,-0.028,-0.404,-2.171,6.787,17.300,6.1
4non,-14.948,-6.752,12.267,-9.013,-4.171,0.715,2.196,-1.436,20.471,1.254,16.900,5.24
2zft,-17.630,-2.011,10.042,-11.970,-2.460,-0.492,1.076,-1.367,-17.743,1.074,4.000,6.52
3ddg,-14.899,-2.282,7.317,-9.614,-3.353,-0.250,0.728,-0.732,-14.786,-0.000,16.300,6
2bpv,-21.374,-1.030,8.850,-15.405,-1.892,-0.795,1.830,-3.257,-8.029,2.674,21.800,7.67
4g0z,-16.530,-7.951,8.717,-6.920,-2.680,-1.100,1.932,-1.129,22.286,2.537,13.700,2.21
3ov1,-18.778,-2.690,10.058,-10.517,-5.391,-2.256,2.907,-2.955,15.257,0.716,17.100,5.2
1pa9,-15.035,-2.870,7.533,-7.905,-3.080,0.479,0.513,-0.515,-46.543,0.338,3.100,4.6
3sax,-9.823,0.696,7.417,-8.657,-0.776,-0.501,1.249,-0.849,11.829,3.512,5.800,6.57
5std,-17.207,-0.520,6.708,-11.627,-0.606,0.130,1.305,-2.086,12.143,7.631,6.000,10.49
4g5f,-5.917,-0.345,3.142,-5.650,-0.949,0.201,0.148,-0.107,22.443,1.782,0.700,3.05
4fcq,-12.215,-0.848,8.017,-9.908,-0.741,-0.141,0.656,-1.009,11.286,2.882,0.800,7
3f68,-19.902,-0.374,5.483,-13.098,-1.393,-0.729,0.793,-1.519,-17.429,4.124,6.100,5.06
1v48,-16.973,-4.090,11.825,-11.032,-3.747,0.287,0.626,-0.517,7.271,1.970,12.700,7.8
1ec2,-28.544,-1.573,13.142,-19.674,-4.624,-0.305,3.906,-6.206,13.186,5.462,31.700,10
1g4o,-8.383,1.022,4.583,-6.123,-0.601,-0.413,0.521,-0.655,-1.157,3.247,0.100,8.25
1tx7,-8.687,-2.047,8.475,-7.231,-1.900,-0.043,0.581,-0.296,10.614,-0.000,3.500,4.6
4cwt,-13.403,-0.926,7.708,-11.745,-1.551,0.812,1.029,-0.999,12.286,3.307,8.000,6.75
2j27,-5.171,-0.819,6.242,-5.011,-2.245,-0.683,0.273,-0.205,36.714,-0.000,7.700,3.52
4nuc,-12.404,-0.202,3.442,-7.891,-0.387,-0.363,0.639,-0.912,6.786,5.298,1.000,6.04
4lko,-18.567,-3.360,7.042,-9.554,-2.289,0.116,1.067,-1.554,-45.686,2.054,7.500,8.22
4cws,-13.885,-1.292,7.550,-11.143,-1.171,0.313,0.689,-0.784,6.486,3.018,8.700,7.92
3iod,-13.794,-1.175,13.325,-11.682,-3.055,-0.565,1.109,-1.093,24.957,1.562,10.500,4.1
1kav,-11.194,-1.144,7.092,-9.784,-3.067,-0.256,0.737,-0.795,53.300,2.685,11.200,5.82
1ogz,-9.697,-1.052,1.775,-6.599,-0.522,-0.005,0.078,-0.017,16.800,3.920,1.400,5.85
1o5a,-9.795,-1.517,10.008,-10.228,-1.286,0.336,0.972,-0.674,14.314,-0.000,0.000,6.42
1pro,-26.642,-0.965,9.108,-17.617,-3.775,-0.220,1.247,-3.999,4.671,5.232,14.500,11.3
5acy,-16.487,-0.102,1.900,-8.629,-0.444,-0.044,0.225,-1.097,-9.257,7.857,3.300,8.19
1qy2,-6.546,-0.178,1.625,-5.104,-0.255,-0.039,0.054,-0.189,10.200,2.282,0.900,5.74
4n5d,-7.764,-0.126,4.808,-6.173,-0.656,0.000,0.000,0.000,-3.700,1.541,0.000,3.22
3owj,-10.997,-0.020,3.400,-7.885,-0.336,-0.015,0.082,-0.016,3.600,4.414,1.500,6.07
4kz3,-8.045,-1.192,4.375,-5.104,-1.668,-1.397,0.510,-0.514,17.129,0.212,0.000,2.77
4buq,-11.482,-3.311,7.133,-7.363,-2.692,-0.460,0.525,-0.659,48.829,3.246,30.500,8.14
4w9f,-17.698,-1.081,4.383,-10.735,-2.202,-0.327,0.621,-1.353,9.971,5.594,7.500,5.49
2dri,-11.943,-3.651,7.325,-6.941,-5.846,-0.961,0.257,-0.059,52.300,-0.000,4.900,6.89
4d8z,-11.298,-3.228,8.383,-7.127,-2.071,-0.180,0.795,-0.556,-1.886,0.527,6.100,6.29
4j93,-10.456,-0.643,5.733,-8.283,-1.196,0.162,0.784,-1.034,2.143,1.981,1.400,4.7
3rz0,-8.919,0.839,4.833,-6.730,-0.599,-0.547,0.417,-0.354,-3.257,2.721,5.400,7.55
1n4h,-12.911,-0.920,2.600,-9.403,-0.764,0.000,-0.096,-0.585,38.114,5.525,0.000,6.55
4gue,-14.484,-1.055,6.150,-11.609,-1.172,-1.788,1.642,-1.785,62.686,4.529,18.000,5.24
1rjk,-21.292,-1.159,3.733,-14.066,-2.635,-0.024,0.053,-0.766,42.057,8.654,21.600,10
2xy9,-24.111,-1.440,13.367,-19.267,-2.938,-1.430,3.557,-5.175,48.886,4.476,24.300,9.19
1rtf,-7.817,-1.558,6.567,-6.153,-1.626,0.302,0.387,-0.095,-4.857,-0.000,0.000,3.04
3wtn,-11.355,-1.077,7.217,-9.374,-1.040,0.559,0.475,-0.407,10.986,3.314,1.700,7.04
1wvj,-18.334,-5.322,6.925,-10.098,-5.329,-0.952,0.513,-0.646,30.900,0.561,8.500,6.73
1hvi,-31.849,-1.313,12.700,-19.164,-4.160,-1.317,4.670,-7.166,-20.429,6.706,33.400,10.92
2x95,-20.922,-5.300,11.442,-13.465,-2.685,-0.580,2.454,-2.537,7.314,2.402,32.800,4.95
4unp,-11.231,-0.668,5.650,-8.024,-0.858,0.000,0.063,0.079,-13.500,2.171,2.000,3.23
4w97,-30.398,-3.822,19.417,-23.063,-4.132,-1.002,5.229,-4.452,-16.714,2.137,41.000,7.1
3i3b,-9.730,-1.287,7.408,-7.267,-2.674,-0.256,0.394,-0.177,7.900,0.435,12.300,2.23
2o4j,-18.781,-0.638,3.692,-13.853,-2.287,-0.026,0.127,-0.695,46.929,7.302,18.700,10.1
3n7h,-11.450,0.022,2.333,-7.963,-0.004,-0.033,-0.003,-0.131,-17.514,3.024,1.400,4.5
1f5l,-11.437,-2.087,12.458,-8.061,-2.840,0.334,1.129,-0.352,-19.629,-0.000,0.000,5.28
1ony,-21.905,-5.657,10.525,-12.550,-3.964,-0.322,2.768,-4.090,5.286,1.681,14.600,6.77
1tq4,-16.044,-6.230,16.567,-12.086,-5.295,0.723,2.230,-1.596,33.957,-0.000,15.100,6.19
2arm,-6.669,-0.122,3.867,-6.606,-0.980,0.208,0.382,-0.999,25.514,1.570,6.000,7.68
10gs,-25.323,-4.200,7.908,-11.920,-4.639,-1.304,1.618,-2.539,-9.886,4.575,19.800,6.4
4cwq,-16.021,-1.506,8.075,-10.934,-1.207,-0.474,0.627,-0.866,-9.514,2.810,2.100,7.06
1sl3,-22.407,-0.744,8.250,-16.276,-1.409,-0.763,1.746,-2.881,-0.629,4.526,7.400,11.85
3usx,-11.081,-1.428,1.817,-4.049,-0.304,0.000,-0.008,-0.705,-1.057,6.429,12.500,5.02
1ikt,-13.225,-0.011,2.650,-10.685,-0.235,0.126,-0.060,-0.921,18.014,4.415,25.000,3.4
4kao,-20.039,-1.052,6.692,-13.591,-1.826,-0.364,1.006,-1.156,-8.657,4.629,0.800,6.11
4qf9,-13.821,-2.947,6.542,-8.166,-2.474,-1.044,0.333,-0.246,12.514,1.353,7.500,4.43
2vo5,-15.242,-3.756,7.900,-10.568,-3.516,0.011,0.896,-0.910,30.557,1.771,14.100,4.89
1g74,-16.112,-0.810,3.283,-8.690,-0.494,0.000,-0.200,-1.076,9.786,8.189,28.500,6.52
3zln,-19.709,-1.171,9.008,-14.698,-1.633,0.507,0.740,-0.690,-9.343,4.756,0.000,8.47
4aj4,-15.811,-1.448,5.000,-7.245,-1.062,-0.196,0.404,-0.561,-71.171,2.079,4.400,3.89
4bcm,-13.356,-0.180,9.700,-11.710,-1.288,-0.511,1.949,-1.690,14.243,3.004,0.000,6.91
2uy0,-27.799,-1.184,11.067,-20.262,-2.704,-1.164,2.793,-4.929,0.357,3.374,23.500,6.92
3g2i,-9.736,-1.459,9.308,-9.516,-3.328,-0.207,0.806,-0.665,40.357,-0.000,16.000,4.86
3kek,-24.149,-2.085,9.975,-16.779,-2.878,-0.384,1.138,-1.221,-5.771,4.162,6.300,8.36
3pb8,-7.470,-0.439,3.800,-5.310,-1.182,-0.142,0.222,-0.189,-13.029,0.267,4.700,5.24
5fl6,-8.457,0.897,4.367,-6.882,-0.798,-0.243,0.226,-0.576,12.043,3.157,0.000,7.36
4duh,-13.189,-1.558,7.425,-11.500,-1.684,-0.345,0.677,-0.677,17.971,0.721,1.500,5.18
4iue,-14.840,-0.658,4.450,-10.912,-1.365,-0.003,0.062,-0.286,0.714,3.212,0.000,6.55
2i4u,-21.561,-0.741,8.083,-15.904,-2.229,-0.592,1.564,-3.175,13.714,4.134,19.200,11.57
2qbu,-23.151,-3.117,13.417,-14.654,-6.598,-1.528,1.469,-1.397,14.414,1.113,19.700,6.19
3t84,-9.969,-0.032,9.375,-8.458,-2.619,-1.251,1.240,-1.022,19.414,0.606,14.200,6.97
4bqh,-12.538,-0.409,6.542,-11.936,-1.081,-0.297,0.618,-0.818,26.000,1.920,7.100,5.59
3cfn,-6.909,-0.329,4.350,-7.877,-0.647,0.400,0.830,1.227,20.029,2.697,3.900,5
1i7z,-13.645,-0.700,4.725,-10.756,-0.007,-0.608,0.383,-1.279,18.557,3.152,3.900,6.4
4b9z,-20.292,-4.953,12.708,-14.211,-4.067,-3.403,3.741,-3.076,74.071,0.948,38.500,4.09
1m7i,-16.244,-0.872,13.375,-15.096,-1.698,-3.751,4.533,-4.679,72.957,1.224,49.500,5.4
4pft,-13.969,-1.878,13.067,-13.854,-4.646,-1.274,1.552,-1.182,85.386,0.602,23.300,8.64
1jyq,-29.385,-7.435,15.983,-16.000,-8.639,-2.339,4.771,-5.014,43.671,1.644,22.000,8.7
1adl,-14.342,-1.646,2.867,-8.042,-1.188,0.000,-0.222,-1.404,34.071,6.686,20.600,5.36
4elg,-21.680,-2.312,11.658,-15.782,-2.053,-0.124,1.325,-1.060,-6.171,4.150,8.500,8.16
2nnd,-7.439,-0.231,1.533,-5.518,-0.241,-0.038,0.066,-0.333,11.171,2.833,5.000,6.06
2jew,-12.461,-3.086,6.783,-7.793,-2.152,-0.396,0.600,-0.689,-0.843,0.527,18.600,6.69
1epo,-25.203,-2.277,10.575,-16.394,-4.525,-0.847,2.608,-3.895,-2.857,2.945,30.000,7.96
1o3p,-3.775,-1.878,10.742,-10.072,6.488,0.592,1.064,-0.675,12.529,1.052,3.700,6.66
1bnu,-7.924,0.524,5.892,-7.838,-1.164,-0.093,0.579,-0.682,14.529,1.557,4.300,9.7
2zfp,-15.361,-0.883,5.383,-10.634,-1.554,-0.789,0.779,-1.079,-10.171,1.680,8.700,5.17
3rwp,-15.583,-0.898,11.267,-12.673,-2.254,-0.122,1.857,-2.154,10.043,2.452,0.300,9.22
1pph,-16.917,-1.968,9.783,-10.777,-3.408,-0.092,1.519,-2.655,-0.800,2.164,2.100,5.92
1k1m,-19.512,-2.237,10.717,-12.469,-3.631,-0.222,1.707,-3.167,3.429,2.692,2.000,7.4
1k6v,-25.096,-1.046,10.067,-17.727,-1.533,-1.033,1.952,-3.635,-6.557,4.500,24.600,6.92
2a5b,-9.737,-0.217,8.458,-8.381,-0.659,0.367,0.818,-0.579,5.100,3.482,7.200,3.93
3bxf,-15.303,-5.906,13.458,-9.770,-5.715,-2.032,1.390,-0.876,74.814,-0.000,26.600,5.54
3egt,-6.829,1.394,10.075,-10.842,-1.127,0.892,1.338,-0.945,13.029,0.569,22.100,8.9
4e3g,-4.775,-0.455,2.875,-3.789,-0.586,0.036,0.179,-0.083,7.486,1.389,1.500,4.97
1alw,-6.074,-0.772,2.092,-4.285,-0.115,0.087,0.295,-0.424,-0.400,1.644,6.800,6.52
2za5,-17.141,-2.468,6.983,-13.847,-2.084,-0.143,0.292,-0.792,18.800,1.106,3.800,8.43
1hms,-15.662,-1.739,2.308,-7.792,-1.280,0.000,-0.182,-0.578,3.400,6.670,30.100,6.37
4zhl,-35.065,-4.633,20.092,-21.368,-5.672,-0.669,4.212,-4.114,-55.971,3.709,31.700,6.47
3gss,-25.715,-4.000,8.958,-13.144,-4.729,-1.103,1.862,-2.450,0.729,5.404,26.500,5.82
2yxj,-27.449,-1.056,8.058,-17.752,-0.512,-0.172,2.100,-4.457,-2.529,9.131,14.600,9.3
2i4w,-25.202,-0.982,9.808,-18.885,-2.425,-0.759,1.906,-3.716,15.743,4.702,31.100,11.59
4mc2,-18.893,-0.824,7.933,-15.271,-1.215,-0.421,1.348,-2.162,10.829,3.374,20.300,8.19
4i72,-13.091,-1.941,14.775,-12.233,-3.316,0.199,1.243,-0.685,26.886,1.019,12.700,9.05
4v01,-23.572,-1.276,8.275,-16.443,-1.641,-0.240,0.832,-1.326,14.314,7.534,4.100,8.11
1s5z,-12.335,-2.626,10.558,-8.771,-1.776,-1.424,1.976,-1.532,32.086,2.248,14.500,3.21
1g7g,-20.992,-5.185,10.358,-14.221,-3.802,0.253,2.273,-3.194,15.971,1.603,21.000,6.6
3qxt,-22.626,-4.282,15.283,-14.488,-3.425,-0.924,1.697,-1.312,-14.100,1.609,8.000,5.22
1bju,-11.397,-1.701,9.925,-9.568,-2.318,0.020,0.961,-0.455,2.186,0.296,0.000,4.8
1h2k,-7.506,-1.396,5.925,-5.237,-2.367,0.313,0.315,-0.200,-0.657,-0.000,1.600,2.92
2wed,-16.797,-0.917,8.783,-13.573,-2.186,-0.721,1.351,-1.986,35.943,3.670,14.400,6.1
2h4g,-12.823,-4.058,6.700,-8.912,-2.942,0.647,0.622,-1.039,41.171,2.537,4.300,6.52
4hdb,-19.105,-1.343,8.758,-16.212,-0.032,-0.546,1.707,-3.414,32.500,4.134,21.100,8.05
1r1h,-19.708,-1.398,8.850,-14.609,-2.833,-1.019,1.461,-1.852,19.043,2.951,15.100,8.92
1o5r,-18.944,-0.663,8.292,-13.017,-1.135,-0.862,2.089,-2.052,-5.586,5.164,12.100,8.12
