name,Orientation_Score,Affinity_Score(Heavy_Ligand_Atoms),Affinity_Score,Buried_Protein_Hydrophobic_Term,Hydrophobic_Complementarity_Term,Polar_Component_Term,Number_of_Protein-Ligand_Hydrophobic_Contacts,Number_of_Protein-Ligand_H-bonds,Number_of_Protein-Ligand_Salt-bridges,Number_of_Metal-Ligand_Bonds,Number_of_Interfacial_Unsatisfied_Polar_Atoms,Number_of_Interfacial_Unsatisfied_Charged_Atoms,Buried_Carbons,affinity
1k1m,-9.012,-0.114,-9.320,-4.344,-0.830,1.072,76,6,4,0,7,1,0.769,7.4
1v2r,-7.464,-0.058,-6.962,-2.956,-0.664,1.876,41,4,4,0,11,3,0.700,3.55
1ikt,-7.675,-0.162,-9.269,-4.638,-0.083,0.670,81,1,0,0,5,0,0.952,3.4
1ele,-8.009,-0.069,-7.216,-3.861,-0.415,2.278,55,5,0,0,14,3,1.000,6.85
2cbu,-9.197,-0.230,-8.207,-1.878,-1.245,0.134,51,6,9,0,1,0,1.000,5.68
1g3d,-8.043,-0.105,-7.006,-1.813,-0.913,0.938,42,6,5,0,6,1,1.000,5.55
1nu3,-6.088,-0.176,-6.980,-1.864,-0.166,0.268,39,2,0,0,2,0,1.000,4
1c5c,-9.595,-0.180,-9.177,-3.199,-1.162,0.402,71,3,11,0,3,0,1.000,6.96
1tng,-6.107,-0.172,-6.591,-1.577,-0.332,0.536,27,2,2,0,4,0,1.000,2.93
1c5x,-7.209,-0.111,-6.665,-2.289,-0.498,1.340,49,2,4,0,10,0,1.000,6.68
1ch8,-11.593,-0.088,-7.932,-2.062,-1.992,1.340,43,10,14,0,8,2,1.000,7
1i80,-6.184,-0.113,-6.347,-1.416,-0.249,0.536,35,3,0,0,3,1,1.000,6.41
1qy2,-5.992,-0.154,-6.909,-1.876,-0.083,0.268,42,1,0,0,2,0,1.000,5.74
2fqx,-8.936,-0.123,-7.677,-2.299,-0.830,0.670,71,8,2,0,5,0,1.000,7.15
1yda,-6.484,-0.046,-5.822,-1.395,-0.415,1.206,17,2,3,0,7,2,1.000,6.55
456c,-8.562,-0.094,-7.854,-4.097,-0.415,1.876,75,5,0,0,12,2,0.947,9.77
1tom,-8.621,-0.140,-9.129,-4.619,-0.498,1.206,79,4,2,0,8,1,1.000,8.3
1h1d,-7.475,-0.105,-8.460,-3.114,-0.664,0.536,46,8,0,0,3,1,0.700,8.22
1oba,-5.625,-0.039,-5.493,-0.945,-0.000,0.670,35,0,0,0,5,0,0.800,2.44
1j14,-7.084,-0.138,-6.464,-1.603,-0.581,0.938,39,3,4,0,7,0,1.000,4.49
2f6t,-9.281,-0.128,-8.542,-3.483,-0.913,1.072,69,5,6,0,8,0,0.875,4.62
1px4,-7.622,-0.184,-7.971,-2.325,-0.830,0.402,36,4,6,0,3,0,1.000,3.23
1lrh,-7.648,-0.219,-8.279,-2.748,-0.581,0.268,58,2,5,0,2,0,1.000,6.82
2j7f,-8.481,-0.112,-7.123,-2.096,-0.747,0.938,57,5,4,0,3,4,1.000,6.35
1thz,-7.558,-0.084,-7.997,-4.189,-0.332,1.742,73,1,3,0,7,6,1.000,5.15
1xkk,-9.744,-0.115,-9.819,-6.362,-0.249,2.010,116,2,1,0,14,1,1.000,8.52
1li2,-5.968,-0.210,-6.687,-1.386,-0.083,0.000,43,1,0,0,0,0,1.000,4.04
1ydk,-8.803,-0.136,-8.752,-3.259,-1.079,0.804,46,6,7,0,5,1,1.000,5.89
2cex,-7.474,-0.033,-5.888,-1.799,-0.747,1.876,28,2,7,0,13,1,0.909,4.7
2fzk,-7.861,-0.015,-5.586,-1.733,-0.913,2.278,15,2,9,0,14,3,1.000,3.6
1o3i,-8.338,-0.166,-8.707,-3.680,-0.747,0.938,70,5,4,0,7,0,1.000,7.3
1bnu,-7.281,-0.137,-8.233,-2.970,-0.581,0.536,30,3,4,0,1,3,0.909,9.7
1izh,-11.763,-0.150,-12.707,-8.535,-0.830,1.876,137,10,0,0,12,2,1.000,7.7
2gzl,-12.368,-0.116,-10.329,-5.225,-1.494,1.608,98,11,7,0,9,3,0.957,4.82
1hi5,-7.761,-0.044,-6.400,-2.062,-0.996,1.876,23,4,8,0,8,6,0.900,4.04
1fm9,-11.563,-0.162,-11.866,-7.790,-0.332,1.474,179,1,3,0,11,0,1.000,9
2a5c,-6.464,-0.055,-6.267,-2.357,-0.166,1.474,45,2,0,0,8,3,1.000,4.62
1lee,-9.166,-0.148,-10.995,-6.836,-0.415,1.474,100,5,0,0,10,1,1.000,7.74
1kdk,-7.784,-0.179,-8.984,-3.651,-0.249,0.134,70,3,0,0,1,0,0.842,9.05
1qbu,-9.443,-0.155,-11.866,-7.107,-0.747,1.206,78,9,0,0,7,2,0.971,10.24
1o38,-8.411,-0.142,-9.203,-4.795,-0.664,1.474,76,4,4,0,11,0,0.955,6.82
1m5w,-6.404,0.053,-4.534,-0.911,-0.415,2.010,13,5,0,0,6,9,1.000,4.27
1rd4,-8.866,-0.136,-9.832,-5.335,-0.083,0.804,116,1,0,0,5,1,0.920,7.74
1bxr,-13.661,-0.112,-8.695,-2.295,-2.656,1.474,48,9,23,0,9,2,1.000,3.4
1pyn,-11.066,-0.121,-10.430,-5.677,-1.411,1.876,84,11,6,0,10,4,0.931,5.49
2bpv,-8.696,-0.105,-9.933,-6.980,-0.415,2.680,74,5,0,0,17,3,0.943,7.67
1lnm,-8.192,-0.120,-8.465,-4.555,-0.166,1.474,86,2,0,0,9,2,0.913,8.7
2ces,-8.957,-0.190,-7.884,-1.855,-1.079,0.268,53,6,7,0,1,1,1.000,7.25
2arm,-7.126,-0.127,-7.885,-3.892,-0.249,1.474,65,3,0,0,8,3,1.000,8.13
1cgl,-10.195,-0.117,-10.497,-5.457,-1.162,1.340,79,7,7,0,10,0,0.818,6.87
1elr,-9.608,-0.092,-9.357,-3.998,-1.079,0.938,66,9,4,0,3,4,0.808,4.96
1ik4,-7.821,-0.105,-6.268,-0.456,-0.996,0.402,12,10,2,0,2,1,1.000,7.41
1o2q,-8.413,-0.122,-8.397,-4.340,-0.581,1.742,68,3,4,0,12,1,1.000,7.68
1tnh,-6.111,-0.139,-6.472,-1.592,-0.332,0.670,29,2,2,0,5,0,1.000,3.37
1r9l,-7.154,-0.145,-6.378,-1.179,-0.249,0.268,55,2,1,0,2,0,1.000,5.4
1ocq,-9.003,-0.158,-8.537,-2.527,-1.328,0.536,40,8,8,0,4,0,1.000,5.19
1sqt,-8.006,-0.117,-8.024,-3.884,-0.664,1.742,56,4,4,0,12,1,1.000,6.2
1ssq,-6.807,-0.158,-6.324,-0.678,-0.830,0.402,14,0,10,0,3,0,1.000,6
1oif,-7.697,-0.197,-7.187,-1.407,-0.830,0.268,35,6,4,0,2,0,1.000,7.72
1os5,-7.990,-0.150,-10.451,-5.820,-0.083,0.670,99,1,0,0,3,2,0.931,6.85
1xh9,-11.268,-0.146,-10.607,-5.982,-0.747,1.340,131,6,3,0,10,0,0.964,7.77
1fpc,-8.616,-0.094,-8.491,-4.115,-0.498,1.340,75,3,3,0,7,3,0.880,7
1b6l,-9.054,-0.107,-9.382,-5.644,-0.664,2.144,69,7,1,0,14,2,1.000,8.3
1bnt,-7.581,-0.138,-8.537,-2.974,-0.747,0.402,33,5,4,0,3,0,0.846,9.8
1hbv,-8.342,-0.093,-9.136,-6.349,-0.249,2.680,77,2,1,0,16,4,1.000,6.37
1bn4,-7.418,-0.125,-7.977,-2.931,-0.498,0.670,45,2,4,0,5,0,0.833,9.31
1wm1,-7.522,-0.142,-7.491,-2.279,-0.664,0.670,40,4,4,0,4,1,0.909,6.3
4rsk,-6.870,-0.039,-6.036,-1.360,-0.664,1.206,15,6,2,0,9,0,0.778,4.32
1c1v,-7.984,-0.110,-7.973,-3.214,-0.747,1.206,50,4,5,0,8,1,1.000,7.64
1i9m,-7.824,-0.124,-7.957,-2.847,-0.830,0.938,35,3,7,0,7,0,0.929,8.48
1rbp,-7.412,-0.166,-8.699,-4.285,-0.000,0.804,80,0,0,0,5,1,0.950,6.72
1x8r,-12.822,-0.148,-8.928,-1.858,-2.656,0.804,47,9,23,0,5,1,1.000,6.12
1x8j,-5.670,-0.122,-7.784,-3.236,-0.000,0.670,37,0,0,0,5,0,0.842,6.96
1nfx,-8.587,-0.054,-7.009,-4.388,-0.083,2.680,107,1,0,0,19,1,0.955,8.52
1h1s,-8.273,-0.113,-8.380,-4.087,-0.415,1.340,69,5,0,0,9,1,1.000,8.22
1g2o,-8.295,-0.123,-7.562,-2.567,-0.581,0.804,60,7,0,0,4,2,1.000,10.55
1hi3,-6.828,-0.057,-6.747,-1.369,-0.830,0.670,16,3,7,0,4,1,0.800,4.19
1dzk,-5.398,-0.140,-6.903,-2.087,-0.000,0.402,31,0,0,0,3,0,1.000,6.1
1rpj,-8.973,-0.175,-7.321,-1.394,-1.245,0.536,37,10,5,0,2,2,1.000,6.48
1i00,-6.868,-0.083,-7.876,-3.915,-0.083,1.340,65,1,0,0,5,5,0.810,6.34
1qy1,-6.116,-0.157,-7.097,-2.064,-0.083,0.268,47,1,0,0,2,0,1.000,6.52
1dy4,-9.130,-0.221,-9.409,-3.712,-0.747,0.268,88,3,6,0,2,0,1.000,4.36
1pkx,-11.450,-0.128,-8.297,-2.274,-1.743,0.938,52,20,1,0,7,0,1.000,6.92
1no6,-8.595,-0.161,-9.251,-3.605,-0.830,0.402,57,6,4,0,3,0,0.947,4.41
1w96,-9.639,-0.147,-10.652,-5.606,-0.498,0.670,103,6,0,0,4,1,0.931,8.41
1e2l,-7.528,-0.125,-7.476,-2.813,-0.249,0.804,67,3,0,0,4,2,1.000,4.29
1bnq,-7.566,-0.109,-7.626,-2.765,-0.581,0.938,36,3,4,0,3,4,0.909,9.49
1fq5,-11.363,-0.160,-15.162,-10.390,-1.162,1.608,117,14,0,0,11,1,1.000,8.4
1hvi,-10.463,-0.143,-13.501,-9.278,-0.747,1.742,109,9,0,0,10,3,1.000,10.92
1ogx,-6.192,-0.171,-8.632,-4.001,-0.083,0.670,50,1,0,0,3,2,1.000,6.09
1ugp,-6.008,-0.110,-5.881,-0.950,-0.249,0.536,22,3,0,0,2,2,1.000,2.89
1dl7,-7.162,-0.038,-5.968,-2.543,-0.083,1.876,68,1,0,0,9,5,1.000,6.49
1ppi,-13.525,-0.121,-11.883,-6.817,-1.992,2.144,104,11,13,0,13,3,1.000,5.01
4er1,-10.574,-0.120,-12.437,-8.514,-0.581,1.876,119,7,0,0,8,6,0.941,6.62
1yqy,-8.310,-0.106,-7.653,-2.977,-0.664,1.206,53,7,1,0,8,1,0.929,7.62
2bq7,-8.791,-0.113,-8.616,-5.057,-0.083,1.742,115,1,0,0,10,3,1.000,7.05
1cnw,-7.364,-0.104,-7.928,-3.016,-0.498,0.804,46,2,4,0,6,0,0.800,7.72
1uz4,-7.158,-0.168,-7.069,-1.404,-0.581,0.134,32,7,0,0,1,0,1.000,3.4
1h0a,-7.864,-0.039,-6.156,-0.414,-1.328,0.804,2,9,7,0,3,3,1.000,5.44
1ony,-10.169,-0.139,-10.921,-5.613,-1.162,1.072,78,8,6,0,7,1,0.963,6.77
1a1e,-8.143,-0.075,-8.065,-3.172,-0.747,1.072,41,9,0,0,7,1,0.680,6
1amw,-6.699,-0.010,-5.492,-1.818,-0.332,1.876,26,3,1,0,9,5,0.900,4.54
2fw6,-8.223,-0.118,-6.746,-1.119,-1.079,0.670,18,10,3,0,4,1,1.000,2.92
1bzj,-8.924,-0.126,-7.734,-2.790,-0.664,0.938,66,8,0,0,5,2,1.000,4.66
1o86,-9.618,-0.184,-10.545,-4.535,-1.328,0.536,59,4,12,0,3,1,1.000,9.57
1gi1,-7.600,-0.121,-7.518,-2.976,-0.664,1.340,48,4,4,0,10,0,1.000,5.47
1qft,-7.614,-0.167,-6.556,-1.159,-0.581,0.402,50,2,5,0,2,1,1.000,8.77
1v2t,-7.457,-0.067,-7.242,-2.968,-0.664,1.608,40,4,4,0,11,1,0.650,4.71
1gi7,-7.536,-0.103,-7.179,-2.988,-0.581,1.608,58,3,4,0,11,1,1.000,4.51
1g4j,-6.935,-0.089,-7.435,-2.657,-0.498,0.938,31,2,4,0,7,0,0.786,8.7
1c70,-10.250,-0.131,-11.485,-8.666,-0.415,2.814,134,5,0,0,17,4,1.000,10.3
1m2p,-7.373,-0.130,-7.941,-3.278,-0.249,0.804,69,3,0,0,6,0,1.000,6.11
1g98,-8.285,-0.104,-6.771,-0.927,-1.162,0.536,15,11,3,0,4,0,1.000,5.7
1duv,-11.151,-0.192,-8.477,-1.369,-2.158,0.268,28,17,9,0,2,0,1.000,11.8
1ado,-6.003,0.005,-5.163,-0.685,-0.332,1.072,11,4,0,0,6,2,1.000,6
1cnx,-7.199,-0.103,-7.487,-2.977,-0.498,1.206,40,2,4,0,8,1,0.923,7.37
1gaf,-8.030,-0.111,-7.445,-2.533,-0.498,0.804,64,6,0,0,2,4,1.000,8
1pzi,-7.032,-0.052,-6.422,-1.644,-0.498,0.938,41,5,1,0,6,1,0.615,4.22
1k1l,-8.817,-0.111,-8.883,-4.124,-0.747,1.206,74,5,4,0,7,2,0.792,6.9
1b6h,-10.887,-0.170,-9.649,-3.958,-1.411,0.938,70,10,7,0,6,1,1.000,7.82
1bwb,-12.427,-0.145,-14.216,-9.763,-1.245,2.010,121,15,0,0,10,5,1.000,8.42
1sdt,-10.285,-0.124,-10.805,-7.718,-0.415,2.546,128,4,1,0,16,3,1.000,9.27
1c5n,-6.471,-0.123,-6.821,-2.260,-0.415,1.072,33,1,4,0,8,0,1.000,4.7
1gja,-8.121,-0.169,-8.429,-3.185,-0.830,0.804,50,6,4,0,5,1,1.000,5.42
1drj,-8.632,-0.219,-7.404,-1.158,-1.162,0.134,42,9,5,0,1,0,1.000,7.4
2evl,-10.364,-0.138,-12.245,-7.116,-0.581,0.670,131,5,2,0,5,0,0.786,6.7
1b52,-10.608,-0.160,-9.390,-3.699,-1.411,0.938,61,10,7,0,7,0,1.000,7.12
2j2u,-8.456,-0.051,-6.748,-3.859,-0.083,2.412,90,1,0,0,17,1,0.947,7.33
1mai,-7.650,-0.049,-6.403,-1.178,-1.079,1.072,12,8,5,0,4,4,1.000,6.68
1sqo,-8.186,-0.137,-7.963,-3.472,-0.747,1.474,60,5,4,0,10,1,1.000,7.46
1hmr,-7.075,-0.162,-8.460,-3.178,-0.332,0.268,50,1,3,0,2,0,0.833,6.55
1f4x,-7.846,-0.119,-7.602,-2.690,-0.498,0.804,50,6,0,0,6,0,1.000,5.59
1tys,-8.834,-0.132,-7.999,-1.804,-1.245,0.268,25,15,0,0,0,2,1.000,5.49
1p1o,-8.532,-0.161,-7.314,-1.151,-1.079,0.134,30,7,6,0,1,0,1.000,5.76
1fzq,-9.808,-0.086,-7.634,-1.809,-1.411,0.804,37,14,3,0,3,3,0.900,7.62
1w5x,-11.250,-0.127,-11.802,-8.683,-0.581,2.680,135,7,0,0,17,3,1.000,8.4
2amt,-11.107,-0.098,-8.861,-3.591,-1.660,1.608,50,10,10,0,8,4,0.944,4.44
1lkl,-9.945,-0.103,-9.557,-4.134,-1.411,1.206,48,13,4,0,8,1,0.870,5.81
5std,-8.603,-0.137,-9.066,-4.837,-0.083,1.072,110,1,0,0,6,2,0.957,10.49
1gjd,-8.644,-0.125,-7.979,-3.456,-0.913,1.608,57,6,5,0,12,0,1.000,5.22
2h5a,-7.807,-0.121,-6.918,-1.106,-0.996,0.402,16,10,2,0,2,1,1.000,5.1
2ypi,-6.580,0.004,-5.184,-0.457,-0.581,1.072,10,4,3,0,6,2,1.000,4.82
1n5r,-6.419,-0.100,-8.314,-4.570,-0.000,1.474,67,0,0,0,10,1,0.815,5.66
2f7o,-9.123,-0.259,-8.063,-1.619,-1.494,0.268,36,4,14,0,2,0,1.000,7.44
1srg,-8.580,-0.125,-7.592,-3.280,-0.166,1.072,107,2,0,0,7,1,1.000,5.3
1jn4,-10.483,-0.080,-8.584,-3.397,-1.577,1.608,50,8,11,0,10,2,0.842,4.95
1eld,-8.320,-0.080,-7.865,-4.593,-0.332,2.278,77,4,0,0,16,1,0.952,6.7
1zhy,-7.176,-0.167,-9.884,-5.738,-0.000,1.072,76,0,0,0,8,0,0.926,6.52
2j79,-8.389,-0.157,-7.255,-1.392,-0.913,0.268,45,6,5,0,2,0,1.000,5.96
1i5r,-13.025,-0.148,-12.465,-8.561,-0.830,2.144,167,10,0,0,14,2,1.000,8.52
1o33,-7.844,-0.114,-7.385,-2.492,-0.747,1.072,49,5,4,0,7,1,1.000,5.74
1ciz,-10.491,-0.145,-10.422,-6.333,-0.747,1.876,116,3,6,0,11,3,1.000,7.44
2aqu,-10.481,-0.142,-12.462,-8.322,-0.664,1.742,115,8,0,0,11,2,1.000,9.32
1zpa,-8.918,-0.088,-9.706,-7.538,-0.166,3.216,100,2,0,0,20,4,0.973,8.4
1ax0,-6.684,-0.075,-6.341,-1.780,-0.415,1.072,33,5,0,0,8,0,1.000,3.13
2hf8,-13.031,-0.121,-9.100,-2.547,-2.407,1.072,48,15,14,0,6,2,1.000,5.47
1gjc,-7.978,-0.106,-7.856,-4.067,-0.581,2.010,61,4,3,0,15,0,0.900,6.35
1nvr,-8.623,-0.150,-10.455,-5.977,-0.332,1.072,97,2,2,0,7,1,1.000,8.11
2bys,-9.728,-0.192,-10.016,-5.034,-0.166,0.402,130,2,0,0,3,0,1.000,9.52
1hih,-9.096,-0.143,-11.068,-6.526,-0.664,1.340,71,8,0,0,7,3,1.000,8.05
1fv0,-7.078,-0.084,-7.389,-3.964,-0.083,1.876,53,1,0,0,9,5,1.000,5.93
2i3i,-9.343,-0.135,-9.941,-4.378,-0.747,0.402,83,5,4,0,2,1,0.960,7.3
2h4k,-8.508,-0.179,-8.796,-3.233,-0.747,0.402,56,3,6,0,3,0,1.000,5.49
1gwv,-6.954,-0.071,-6.862,-2.301,-0.415,1.072,40,4,1,0,6,2,0.833,2.57
1c5q,-7.190,-0.145,-7.109,-2.248,-0.581,0.938,43,3,4,0,7,0,1.000,6.36
1f57,-7.062,-0.234,-6.853,-0.907,-0.996,0.268,14,1,11,0,2,0,1.000,5.64
1adl,-6.807,-0.160,-8.731,-3.532,-0.249,0.268,54,1,2,0,1,1,0.950,5.36
1ai7,-6.196,-0.165,-6.371,-1.421,-0.000,0.268,54,0,0,0,2,0,1.000,4.09
1ta6,-8.763,-0.122,-9.248,-5.038,-0.332,1.340,93,4,0,0,10,0,0.958,9.13
1hpv,-8.424,-0.069,-7.647,-4.994,-0.249,2.814,77,3,0,0,20,1,1.000,9.22
1o2j,-8.002,-0.108,-7.821,-3.898,-0.581,1.876,61,3,4,0,14,0,0.944,6.92
1v2u,-6.786,-0.128,-6.373,-1.595,-0.498,0.938,37,2,4,0,7,0,1.000,3.37
1nh0,-11.234,-0.118,-11.453,-8.085,-0.830,2.680,116,6,4,0,15,5,1.000,9.74
1drk,-8.821,-0.240,-7.620,-1.157,-1.245,0.000,42,10,5,0,0,0,1.000,6.82
1zoh,-5.991,-0.098,-6.889,-2.341,-0.000,0.670,38,0,0,0,5,0,1.000,7
1pme,-7.505,-0.126,-8.610,-4.515,-0.083,1.206,79,1,0,0,9,0,0.952,9.4
1uou,-7.098,-0.089,-6.643,-2.082,-0.415,1.072,36,5,0,0,7,1,1.000,7.7
1add,-7.450,-0.116,-7.422,-2.510,-0.498,0.804,52,6,0,0,5,1,1.000,6.74
1b4h,-10.636,-0.153,-9.195,-3.721,-1.328,1.072,66,9,7,0,6,2,1.000,5.46
1uz8,-8.614,-0.056,-7.299,-3.210,-0.747,1.876,56,6,3,0,13,1,0.952,4.96
1uj6,-9.003,-0.135,-7.103,-1.144,-1.411,0.670,18,9,8,0,4,1,1.000,3.05
1fo0,-16.313,-0.147,-15.521,-10.053,-1.992,1.742,176,22,2,0,10,3,1.000,5.59
1uj5,-8.977,-0.138,-7.157,-1.147,-1.328,0.536,19,11,5,0,3,1,1.000,3.05
2f34,-7.230,-0.053,-6.494,-1.850,-0.498,1.072,32,6,0,0,8,0,0.857,6.89
1h46,-7.251,-0.135,-7.792,-3.646,-0.000,1.072,82,0,0,0,4,4,1.000,3.57
1q65,-7.713,-0.115,-7.522,-2.795,-0.581,1.072,61,7,0,0,6,2,0.923,5.46
2ewb,-5.695,-0.072,-6.724,-2.712,-0.000,1.206,37,0,0,0,7,2,0.933,6.1
2aoc,-11.801,-0.123,-12.010,-7.506,-1.162,1.876,101,11,3,0,10,4,1.000,4.89
5tmp,-11.958,-0.031,-6.961,-4.384,-1.245,3.886,84,14,1,0,18,11,0.950,7.47
1cet,-6.318,-0.121,-7.873,-2.974,-0.083,0.402,48,1,0,0,1,2,0.722,2.89
2bfq,-10.334,-0.030,-6.308,-3.208,-0.830,2.948,78,9,1,0,16,6,0.933,6.89
1d4k,-9.850,-0.150,-12.844,-8.621,-0.747,1.742,94,7,2,0,10,3,1.000,9.22
2afw,-6.356,-0.158,-6.958,-1.593,-0.415,0.268,23,5,0,0,1,1,1.000,4.77
1qbt,-12.915,-0.156,-14.862,-10.058,-1.328,1.742,136,16,0,0,10,3,1.000,10.62
1lyb,-10.208,-0.126,-11.281,-5.941,-1.328,1.206,68,15,1,0,6,3,0.941,11.42
2h4n,-7.050,-0.100,-6.519,-1.141,-0.830,0.670,10,6,4,0,5,0,1.000,8.7
1d9i,-8.896,-0.125,-9.332,-4.822,-0.498,1.206,88,4,2,0,9,0,1.000,9.11
1pvn,-9.244,-0.122,-7.912,-2.068,-1.162,0.536,36,12,2,0,3,1,1.000,9.82
1sln,-10.277,-0.134,-9.916,-4.825,-1.079,1.206,97,4,9,0,9,0,0.960,6.64
1w5w,-11.618,-0.141,-12.575,-8.671,-0.830,2.144,131,10,0,0,14,2,1.000,8.8
2hu6,-8.233,-0.106,-8.192,-4.333,-0.249,1.608,90,3,0,0,12,0,1.000,3.81
1sgu,-10.017,-0.136,-11.355,-7.700,-0.581,2.144,106,6,1,0,15,1,1.000,5.37
1n46,-9.374,-0.141,-9.036,-4.558,-0.332,1.072,108,4,0,0,5,3,1.000,10.52
1f0s,-8.631,-0.095,-7.966,-4.592,-0.166,2.010,114,2,0,0,13,2,1.000,7.74
1hmt,-7.109,-0.173,-8.672,-3.390,-0.332,0.268,51,1,3,0,2,0,0.889,5.79
1jet,-10.497,-0.156,-8.966,-3.492,-1.328,1.072,68,8,8,0,8,0,1.000,7.25
1grp,-9.111,-0.224,-8.134,-1.141,-1.909,0.134,9,4,19,0,1,0,1.000,3.72
2qwf,-10.024,-0.171,-9.319,-2.709,-1.660,0.268,39,4,16,0,2,0,0.929,5.67
1c88,-9.198,-0.174,-8.355,-2.543,-0.996,0.402,68,4,8,0,3,0,1.000,5.29
1c87,-8.611,-0.157,-8.047,-2.535,-0.830,0.536,59,4,6,0,4,0,1.000,4.2
1swr,-8.500,-0.171,-7.960,-2.563,-0.581,0.402,73,6,1,0,3,0,1.000,6.92
1kzn,-9.219,-0.120,-11.107,-6.431,-0.664,1.206,88,3,5,0,9,0,0.943,8.92
1ecq,-9.797,-0.156,-7.244,-1.355,-1.743,1.072,25,10,11,0,7,1,1.000,3
1ksn,-10.633,-0.123,-9.266,-5.477,-0.581,2.010,136,3,4,0,14,1,1.000,9.4
1egh,-7.639,-0.147,-6.541,-0.461,-0.996,0.134,10,8,4,0,0,1,1.000,5.7
1c3x,-5.828,-0.032,-5.606,-1.160,-0.166,0.938,29,2,0,0,7,0,1.000,3.68
1nfu,-8.407,-0.075,-7.457,-3.949,-0.166,1.876,96,2,0,0,12,2,0.950,7.74
1hsh,-10.042,-0.132,-11.154,-7.499,-0.581,2.144,115,6,1,0,15,1,1.000,9.42
1hvk,-11.055,-0.145,-13.608,-9.385,-0.747,1.742,129,9,0,0,10,3,1.000,10.96
1c86,-8.851,-0.161,-8.108,-2.513,-0.913,0.536,58,5,6,0,4,0,1.000,4.7
1w7g,-8.374,-0.049,-6.876,-3.221,-0.581,2.144,58,5,2,0,10,6,0.950,5.1
2cht,-8.119,-0.148,-7.588,-2.293,-0.747,0.670,49,3,6,0,3,2,1.000,5.52
1hps,-9.675,-0.133,-11.471,-7.733,-0.664,2.144,85,8,0,0,12,4,0.974,9.22
1atl,-8.896,-0.112,-7.804,-2.745,-0.913,1.072,65,4,7,0,8,0,0.941,6.28
3gst,-10.335,-0.150,-10.462,-4.835,-1.079,0.670,91,7,6,0,5,0,0.958,6.72
1g7v,-7.001,-0.000,-5.228,-2.058,-0.498,2.546,25,1,5,0,15,4,1.000,6.4
2aac,-7.334,-0.149,-6.856,-1.408,-0.498,0.268,46,6,0,0,2,0,1.000,2.22
1sdv,-10.106,-0.130,-11.072,-7.583,-0.415,2.144,122,4,1,0,15,1,1.000,8.74
1hvs,-9.845,-0.131,-12.815,-8.675,-0.664,1.742,102,8,0,0,10,3,0.977,10.3
1g48,-7.084,-0.124,-7.948,-2.902,-0.498,0.670,37,2,4,0,5,0,0.929,8.41
1ur9,-10.102,-0.106,-9.356,-4.865,-0.747,1.474,94,9,0,0,9,2,0.913,5.77
1lgw,-5.895,-0.167,-6.550,-1.383,-0.083,0.134,40,1,0,0,1,0,1.000,4
1g36,-8.795,-0.106,-8.607,-4.550,-0.581,1.742,85,3,4,0,12,1,0.880,7.17
1e2k,-7.627,-0.126,-7.479,-2.816,-0.249,0.804,69,3,0,0,4,2,1.000,4.94
2aod,-11.934,-0.132,-12.462,-7.958,-1.162,1.876,106,11,3,0,10,4,1.000,5.66
1nwl,-6.672,-0.047,-6.661,-3.019,-0.166,1.742,52,2,0,0,11,2,0.737,2.39
1bnn,-7.376,-0.142,-8.489,-3.443,-0.498,0.670,43,2,4,0,5,0,1.000,10
1nz7,-10.904,-0.110,-10.411,-6.092,-1.245,2.144,88,6,9,0,12,4,0.938,7.12
1aj7,-7.638,-0.117,-7.558,-2.512,-0.498,0.670,49,5,1,0,3,2,1.000,3.87
1b3f,-11.008,-0.155,-9.709,-4.152,-1.411,1.072,72,10,7,0,7,1,1.000,6.89
1g1d,-6.981,-0.126,-7.863,-2.683,-0.498,0.536,32,2,4,0,4,0,0.786,9.44
1njs,-11.633,-0.117,-9.665,-4.146,-1.909,1.608,60,10,13,0,12,0,0.955,7.82
1o30,-8.697,-0.123,-9.390,-5.167,-0.747,1.742,78,5,4,0,11,2,0.958,6.77
1d7i,-5.833,-0.164,-6.204,-1.171,-0.083,0.268,32,1,0,0,2,0,1.000,3.6
2cf9,-9.628,-0.156,-10.359,-5.766,-0.581,1.206,101,3,4,0,8,1,0.963,7.82
1jao,-7.995,-0.115,-7.741,-3.448,-0.415,1.340,73,5,0,0,9,1,1.000,5.92
1g2l,-10.376,-0.120,-9.911,-5.937,-0.498,1.742,141,2,4,0,12,1,0.931,7.24
2f81,-9.384,-0.108,-9.307,-5.735,-0.498,2.144,86,6,0,0,14,2,1.000,10.52
1xq0,-7.766,-0.129,-8.690,-3.127,-0.747,0.402,36,2,7,0,3,0,0.938,6.34
1yfz,-8.221,-0.061,-6.612,-1.170,-1.162,0.938,22,6,8,0,6,1,0.600,4.35
1o2z,-8.559,-0.120,-9.433,-5.427,-0.664,1.876,81,4,4,0,12,2,0.960,6.11
1i9p,-7.561,-0.103,-7.590,-2.729,-0.581,0.938,37,3,4,0,7,0,0.857,8.41
2fqw,-8.574,-0.128,-7.650,-2.304,-0.664,0.536,72,8,0,0,3,1,1.000,6.68
1i9l,-6.918,-0.134,-8.038,-2.858,-0.498,0.536,34,2,4,0,4,0,0.857,8.48
1q1g,-8.823,-0.125,-7.726,-2.999,-0.581,1.072,74,4,3,0,5,3,1.000,8.57
1xgi,-7.241,-0.115,-7.623,-2.711,-0.498,0.804,43,6,0,0,5,1,1.000,4.85
