name,average_score,HPSCORE,HMSCORE,HSSCORE,xscore_VDW,xscore_HB,xscore_HP,score_HM,xscore_HS,xscore_RT,affinity
3ckp,7.10,7.14,7.46,6.70,819.0,3.9,97.7,3.33,201.0,11.0,6.35
1ogx,6.52,6.49,6.95,6.11,422.7,1.0,145.2,4.11,255.1,0.0,6.09
1bn3,5.71,5.57,6.08,5.49,400.3,4.2,47.1,1.75,107.5,2.0,9.89
4uac,7.30,7.21,7.65,7.05,927.8,8.9,13.9,0.89,41.8,9.0,6.54
2hmu,5.81,5.83,5.98,5.63,623.1,6.0,0.0,0.00,0.0,7.0,7.7
1ceb,5.12,5.13,5.40,4.82,263.2,3.7,61.7,1.56,87.4,2.0,6
3rux,8.24,8.32,8.22,8.19,1112.2,11.6,45.9,0.00,115.5,10.0,9.28
3gcu,9.21,8.82,9.66,9.16,922.5,3.6,166.3,5.25,470.1,0.0,6.78
1w9u,6.74,6.72,6.87,6.63,768.9,3.9,66.5,2.06,209.7,10.0,6.09
1i37,7.47,7.69,7.59,7.14,611.2,1.2,193.6,3.77,319.6,0.0,9.57
4gbd,6.40,6.34,6.61,6.26,656.3,6.0,14.8,0.25,33.9,3.0,11.32
1vzq,7.17,7.11,7.29,7.10,753.5,4.9,63.9,1.31,167.9,3.0,7.44
1gai,7.03,7.01,7.32,6.76,824.5,9.8,32.2,0.89,58.3,9.0,8
4alx,6.37,6.74,6.22,6.14,593.4,0.0,109.3,0.97,131.9,1.0,7.28
1a69,5.65,5.60,5.85,5.50,513.5,4.1,0.0,0.00,0.0,2.0,5.3
2xei,7.29,7.39,7.56,6.93,1008.8,8.9,58.7,2.09,133.7,18.0,10.62
3sap,5.69,5.59,6.17,5.31,444.7,3.0,70.9,3.10,155.6,7.0,7.59
3cdb,7.76,7.31,8.77,7.19,767.9,6.9,108.2,5.95,273.4,9.0,7.02
3iub,6.27,6.18,6.29,6.34,598.9,2.3,45.0,1.01,178.9,3.0,4.54
2q8m,5.76,5.68,6.00,5.60,516.2,6.5,0.0,0.00,0.0,3.0,4.03
1ez9,5.40,5.58,5.44,5.17,673.4,4.4,0.0,0.00,0.0,13.0,5.1
2o4p,8.49,8.26,8.98,8.22,949.1,3.0,149.9,5.40,398.8,8.0,10.72
4e9u,5.80,5.87,5.94,5.58,466.4,0.2,108.6,3.03,250.0,7.0,5.82
2j47,6.67,6.37,7.02,6.62,578.8,7.0,39.9,1.62,160.5,2.0,5.41
1xh9,8.49,8.47,8.69,8.31,964.8,7.0,102.0,1.94,198.9,2.0,7.77
2gv7,7.49,6.85,8.57,7.06,781.5,6.8,44.5,5.09,208.5,8.0,7.85
3pe2,6.97,7.00,7.48,6.45,607.7,2.3,111.0,3.21,129.7,0.0,9.76
5c5t,4.74,4.74,4.81,4.67,269.7,4.5,18.3,0.00,52.3,3.0,3.13
2pvh,6.55,6.36,6.79,6.48,553.7,1.0,72.9,2.36,217.1,0.0,6.59
8cpa,6.83,6.47,7.50,6.51,627.6,7.5,87.4,4.49,278.7,11.0,9.15
1bty,5.12,5.01,5.10,5.26,300.8,3.3,21.0,0.00,121.3,0.0,4.74
3t60,6.66,6.47,7.17,6.34,594.5,2.1,97.0,3.98,243.3,5.5,6.7
1kc7,4.74,4.61,5.03,4.59,218.9,7.7,0.0,0.00,0.0,2.0,5.52
3uw5,6.74,6.57,6.87,6.79,626.5,4.7,74.8,2.09,265.1,5.0,7.85
4kni,5.97,5.84,6.35,5.72,452.3,2.9,75.2,2.76,182.5,4.0,7.78
3mv0,5.23,5.13,5.47,5.09,367.4,5.3,0.0,0.00,0.0,1.0,3.85
4nnr,7.58,6.93,9.31,6.51,661.4,4.0,117.2,8.71,220.3,7.0,7.26
3cj5,6.33,6.16,6.64,6.19,478.8,2.3,96.0,3.14,261.7,3.0,6.34
1ql9,7.09,7.00,7.17,7.11,751.4,0.0,74.5,2.05,238.1,2.0,5.35
1elb,6.12,5.81,6.74,5.82,576.5,0.0,67.9,4.49,247.9,9.0,7.15
3t82,5.30,5.22,5.33,5.34,458.5,5.0,11.4,0.27,110.6,7.0,7
2vc7,6.13,6.21,6.17,6.00,518.4,0.9,132.8,3.39,336.1,9.0,3.36
4knj,5.61,5.50,6.00,5.34,422.1,2.6,51.9,2.22,122.0,4.0,7.95
1xka,6.76,6.82,6.76,6.68,702.8,3.3,77.8,1.39,189.2,5.0,6.88
4qfn,5.46,5.33,5.79,5.26,379.3,9.0,20.7,0.72,52.5,5.0,4.12
4cjr,6.24,6.03,6.96,5.74,599.6,4.0,51.5,3.54,109.7,8.0,3.1
4epy,5.89,5.88,5.96,5.84,461.8,2.2,73.1,1.60,193.2,3.0,3.47
1d4h,9.12,8.97,9.68,8.71,1077.7,4.2,191.5,6.58,461.1,12.0,10
3moe,4.66,4.58,4.89,4.51,241.1,5.5,0.0,0.00,0.0,2.0,4.3
1gj8,5.96,5.75,6.02,6.11,517.3,2.6,31.5,1.06,196.9,3.0,6.96
2ca8,5.08,5.03,5.22,5.00,395.4,6.8,14.7,0.42,80.2,8.0,4.66
4v24,8.31,8.73,8.51,7.68,896.9,1.0,244.1,5.49,374.1,9.0,8.37
3nsn,6.42,6.38,6.50,6.38,828.5,6.6,7.1,0.53,107.1,13.0,7.19
3jrs,6.02,5.88,6.29,5.90,423.4,0.9,104.6,3.43,292.0,4.0,4.28
4q4s,6.05,5.91,6.41,5.81,468.9,5.9,30.9,0.97,45.1,0.0,6.95
2wkz,9.71,9.38,10.68,9.08,1107.6,4.7,213.8,8.46,492.2,11.0,8.77
3tt4,6.66,6.69,6.45,6.84,683.1,2.3,91.6,1.55,310.8,7.0,8.28
1tjp,6.20,6.15,6.47,5.98,543.3,6.8,52.1,1.35,107.6,5.0,4.42
3f3t,8.07,7.62,8.68,7.91,688.0,2.1,145.3,5.55,418.3,0.0,4.59
3m35,7.04,6.97,7.20,6.94,684.9,2.1,88.6,2.28,225.1,2.0,7.22
4ehz,5.94,5.83,6.18,5.81,497.4,2.0,39.7,1.35,108.5,1.0,8
1m4h,8.79,8.52,9.14,8.70,1176.8,9.8,152.4,5.95,550.3,25.0,9.52
4css,6.22,5.97,7.00,5.67,479.3,6.3,57.5,3.29,81.5,4.0,8.46
4kxn,6.26,6.24,6.46,6.09,675.9,5.6,10.7,0.27,24.2,5.0,6.1
3su0,7.98,7.52,8.53,7.91,826.5,5.2,101.4,4.66,381.5,7.0,6.79
2qpq,4.85,4.84,4.94,4.77,305.4,5.3,14.9,0.00,48.6,4.0,6.37
3pd9,5.56,5.50,5.74,5.45,410.7,6.2,16.5,0.00,29.7,1.0,6.22
2xef,6.94,7.40,7.03,6.38,1259.2,11.0,57.8,2.09,112.7,36.0,9.84
2f2h,6.89,6.78,7.33,6.56,723.4,7.2,40.2,1.60,64.5,5.0,5.7
1li6,4.65,4.65,4.72,4.58,190.4,0.4,46.7,0.90,113.7,0.0,3.8
1a8i,5.65,5.52,5.93,5.51,444.2,6.8,0.0,0.00,0.0,1.0,5.52
3re4,5.47,5.54,5.66,5.20,476.5,1.5,25.3,0.59,7.3,2.0,7.4
1v1m,6.64,6.57,6.68,6.68,638.4,9.1,56.3,0.82,189.9,7.0,3.94
1lpk,7.21,7.42,7.17,7.03,760.7,3.0,119.8,1.94,224.4,5.0,7.55
1pyn,6.80,6.57,7.48,6.35,720.5,8.7,70.3,3.90,191.7,14.0,5.49
3gy7,5.16,5.05,5.14,5.29,307.3,3.4,22.1,0.00,122.0,0.0,4.52
2jfz,7.26,7.09,7.88,6.81,689.6,0.0,126.5,5.02,271.6,4.0,5.24
3ljo,6.06,5.94,6.10,6.15,553.3,6.2,34.6,0.72,173.1,6.0,6.62
2bq7,6.74,6.71,6.58,6.93,697.7,0.2,86.0,1.77,312.1,5.0,7.05
1msm,9.13,8.87,9.61,8.91,1016.7,3.0,180.7,6.06,482.3,7.0,10.48
3kmy,5.60,5.43,5.91,5.48,356.0,1.8,71.8,2.64,216.4,3.0,4.49
1kzn,7.26,6.83,8.06,6.88,730.6,3.0,81.4,5.05,261.6,7.0,8.92
3tfn,7.28,7.53,7.35,6.96,687.6,0.8,184.7,3.96,341.1,6.0,6.57
3a1c,6.23,6.19,6.48,6.03,678.0,9.7,0.0,0.00,0.0,8.0,4
3bzf,8.84,8.49,9.40,8.63,1169.3,6.4,172.6,7.58,601.8,25.0,4.52
4kyh,5.57,5.39,6.16,5.15,345.4,2.4,75.6,3.50,154.7,4.0,5.92
1aaq,7.58,7.12,8.16,7.45,812.2,6.6,103.4,5.28,412.7,14.0,8.4
1w3l,5.96,5.92,6.21,5.77,606.7,8.8,0.0,0.00,0.0,7.0,6.28
4lbu,7.06,7.09,7.35,6.75,768.6,8.3,48.0,0.93,49.4,5.0,6.56
3r1v,6.52,6.52,6.76,6.26,431.7,0.0,157.3,4.05,324.1,1.0,6.92
3dzt,6.81,7.13,6.93,6.36,668.5,2.0,208.9,5.26,413.2,16.0,7.22
4av5,6.34,5.98,7.30,5.74,485.7,6.6,53.5,3.92,87.7,4.0,7.21
2zn7,7.08,6.61,8.23,6.40,593.9,2.9,98.1,6.15,210.0,4.0,7.89
3f33,5.99,5.79,6.28,5.90,368.3,0.0,110.9,3.71,319.3,2.0,3.34
1c3e,7.34,7.34,7.82,6.87,749.6,6.6,107.2,3.27,173.0,7.0,6.59
4kb9,8.09,7.94,8.54,7.79,944.7,2.3,141.0,5.23,376.5,11.0,11
4cga,6.65,6.89,7.04,6.02,577.5,0.0,160.5,4.26,207.5,5.0,6.4
2xhm,7.17,6.79,7.72,7.01,711.2,5.8,82.1,4.13,307.4,9.0,6.8
2pu2,5.87,5.73,6.29,5.57,435.5,2.6,66.1,2.61,145.2,3.0,4.43
1g54,5.38,5.29,5.74,5.12,384.9,3.0,36.6,1.60,75.9,3.0,8.82
4x48,6.58,6.42,6.41,6.91,692.6,0.5,47.3,1.06,284.3,4.0,6.77
4nh8,7.39,7.46,7.57,7.13,686.8,0.9,142.8,3.24,268.8,1.0,8.52
4o0a,7.34,6.74,8.49,6.79,596.3,4.1,103.9,6.48,284.5,4.0,6.72
1lan,4.76,4.52,5.01,4.74,231.9,3.9,14.2,1.06,117.8,3.0,7.22
3muz,5.42,5.22,5.77,5.27,378.6,4.7,22.2,1.31,90.1,3.0,3.46
4u1b,5.85,5.72,6.23,5.60,374.5,5.8,78.5,2.49,176.8,4.0,5.31
3u6h,8.44,8.54,8.87,7.92,931.2,2.0,167.3,4.57,271.5,4.0,9
3bgq,6.81,6.69,7.22,6.53,556.3,1.0,114.6,3.69,248.0,1.0,7.96
4n7m,5.80,5.88,6.04,5.47,394.3,0.0,95.8,2.32,141.9,0.0,5.47
3pb7,5.17,5.27,5.43,4.81,454.1,1.0,36.4,1.37,32.4,6.0,5.74
2cc7,5.40,5.33,5.26,5.60,373.7,2.0,31.3,0.00,158.1,0.0,8.01
3hvh,8.37,8.28,8.94,7.88,965.5,8.3,86.6,2.74,112.1,4.0,8.52
4b33,5.40,5.20,5.90,5.10,272.8,1.0,68.7,2.95,151.8,0.0,3.37
3mf5,7.29,7.12,7.95,6.81,520.6,1.7,173.7,5.74,339.8,1.0,5.36
4csd,5.23,5.04,5.50,5.15,301.5,6.1,14.0,0.53,64.2,1.0,5.91
1dzk,4.91,4.93,4.93,4.86,299.6,0.0,52.6,1.18,150.9,3.0,6.1
4n6h,7.38,7.38,7.76,6.99,641.1,1.2,158.7,4.41,298.3,2.0,9.28
2aoc,8.48,8.20,9.02,8.22,1104.7,10.7,136.5,5.90,462.4,24.0,4.89
4bi6,4.62,4.55,4.84,4.46,244.7,5.8,0.0,0.00,0.0,3.0,3.95
4fxq,6.30,6.42,6.13,6.36,606.8,2.0,69.8,0.59,181.1,3.0,5.77
4rr6,6.31,6.27,6.52,6.14,696.7,6.5,0.0,0.00,0.0,5.0,6
3f6e,8.41,8.30,8.64,8.28,978.9,12.0,93.9,2.09,241.5,9.0,2.38
1o5g,6.95,6.75,7.15,6.94,623.3,3.4,83.6,2.42,263.4,2.0,4.96
3lc3,5.65,5.64,5.51,5.81,462.4,2.8,36.0,0.00,151.1,2.0,5.23
1gcz,6.20,6.27,6.44,5.90,482.1,3.7,91.0,1.98,138.7,2.0,5.13
1o2w,5.60,5.51,5.71,5.59,466.4,2.4,28.3,0.84,122.5,3.0,5.85
1if8,5.62,5.35,6.30,5.21,372.1,2.0,68.2,3.94,174.0,5.0,9.64
3ies,8.37,8.24,8.53,8.32,1079.4,5.9,58.8,1.64,196.5,6.0,9.92
1qan,6.32,6.36,6.37,6.23,734.8,5.4,13.5,0.00,49.6,7.0,4.48
3zze,7.08,7.03,7.36,6.85,641.5,2.7,124.3,3.47,279.4,4.0,8.89
3qox,6.66,6.62,6.80,6.56,766.9,8.3,10.0,0.00,46.1,7.0,6.57
4djy,6.72,6.52,7.04,6.60,558.5,2.5,92.5,3.06,258.3,2.0,8.27
1l8g,6.37,6.48,6.45,6.19,619.2,4.6,55.2,0.62,80.2,3.0,6.22
5e2o,7.43,7.12,7.76,7.41,813.9,2.3,73.5,3.32,298.4,6.0,8.7
3roc,6.69,6.56,6.93,6.57,665.0,1.8,74.3,2.60,225.3,5.0,8.19
4llk,5.35,5.25,5.51,5.29,284.9,0.6,70.2,1.91,193.6,0.0,3
3g1d,6.25,6.08,6.60,6.07,548.9,10.8,11.8,0.34,29.4,4.0,3.48
3ppr,5.02,4.94,5.16,4.97,306.1,1.2,30.1,0.89,104.3,1.0,2.82
4oma,6.32,6.27,6.51,6.19,623.6,6.9,29.3,0.59,76.7,5.0,4.17
4q46,5.23,5.26,5.36,5.06,484.0,3.4,0.0,0.00,0.0,5.0,3.77
2qd6,7.61,7.46,8.10,7.28,894.2,2.6,102.0,4.30,273.0,10.0,8.68
4v27,5.33,5.36,5.49,5.14,451.7,4.5,12.1,0.13,7.7,4.0,6.66
1e5j,5.69,5.74,5.87,5.47,639.5,7.1,3.1,0.25,13.4,11.0,4
2v3d,5.58,5.47,5.77,5.51,425.6,6.8,22.7,0.53,85.7,4.0,3.94
4x8u,5.45,5.24,5.47,5.65,385.9,1.0,22.5,0.66,175.1,0.0,2.46
2hzy,5.59,5.60,5.69,5.48,472.0,9.1,23.7,0.00,57.5,7.0,7.39
4y2q,5.59,5.55,5.84,5.37,423.6,2.0,33.9,0.97,51.2,0.0,2.92
3w07,6.21,6.05,6.55,6.03,544.1,10.5,12.1,0.34,29.1,4.0,3.38
2zpk,6.60,6.53,6.97,6.28,749.1,6.6,86.1,3.61,252.0,17.0,7.76
5e1s,6.69,6.71,6.90,6.45,708.2,1.5,80.9,2.43,179.9,6.0,7.92
3l6h,4.77,4.73,4.96,4.64,295.9,3.0,0.0,0.00,0.0,1.0,5.4
3w37,6.41,6.41,6.71,6.10,706.3,7.8,30.5,1.04,45.2,9.0,5.18
4gzx,4.93,4.97,4.85,4.98,434.0,3.2,11.7,0.00,100.6,8.0,3.19
4np3,4.89,4.89,4.86,4.93,336.7,0.3,22.6,0.27,102.0,2.0,3.3
4f7v,7.90,7.63,8.28,7.79,974.4,11.7,16.9,1.06,108.6,8.0,5.38
1ctu,6.16,6.03,6.49,5.97,552.4,7.2,12.8,0.47,20.6,2.0,11.92
4djx,6.50,6.22,7.08,6.20,502.4,2.5,83.4,3.74,214.8,2.0,7.23
4lxd,7.60,7.45,8.09,7.25,804.5,0.9,117.0,4.41,272.7,5.0,7.23
3dne,5.99,5.98,6.27,5.72,412.3,3.0,80.9,1.94,130.4,0.0,5.22
1uz1,5.32,5.25,5.57,5.14,351.6,6.4,13.5,0.13,7.7,1.0,6.89
3cs7,7.43,7.56,7.44,7.31,807.1,1.2,118.4,2.36,255.5,4.0,10.68
4q99,5.02,4.91,5.03,5.10,246.9,0.0,53.3,1.24,197.2,0.0,6.28
2nn1,5.04,4.98,5.22,4.92,329.5,2.1,38.5,1.31,119.5,4.0,5.82
2x97,6.78,6.40,7.20,6.73,688.4,6.6,57.9,3.30,289.2,11.0,5.66
3p2e,6.16,6.13,6.35,6.00,657.9,7.2,10.8,0.25,37.1,7.0,6.22
5ct2,4.91,4.93,4.96,4.84,300.6,1.7,49.3,1.07,137.2,4.0,2.92
1r0p,8.09,7.95,8.90,7.41,790.6,2.9,145.9,5.36,221.3,2.0,8
3tfp,7.54,7.40,7.99,7.24,668.2,1.1,163.6,5.24,379.4,4.0,6.47
1zsf,8.58,8.29,9.03,8.41,1013.1,8.0,149.4,5.57,471.0,16.0,9.92
1gar,7.13,7.11,7.44,6.83,890.2,10.6,63.9,2.30,173.6,17.0,10
3f6g,5.36,5.27,5.56,5.23,330.3,3.7,54.9,1.54,146.4,3.0,4.72
1v2s,5.12,5.03,5.09,5.25,294.6,3.4,25.4,0.00,123.4,0.0,4.17
1rmz,5.59,5.51,5.77,5.49,478.2,4.1,33.4,1.18,120.8,6.0,8
4rdn,5.61,5.59,5.76,5.47,533.4,2.5,0.0,0.00,0.0,2.0,5.92
4pmm,8.28,8.23,8.51,8.09,903.9,3.5,136.6,3.52,314.4,4.0,7.57
1lag,5.19,5.12,5.38,5.08,358.1,6.7,7.7,0.00,25.9,3.0,6.3
2jdp,5.01,4.76,5.35,4.90,251.8,6.7,2.0,0.53,41.1,1.0,6.6
3tf6,4.84,4.93,4.81,4.77,267.6,0.4,43.5,0.34,84.4,0.0,6.4
4rsk,5.08,4.99,5.34,4.90,357.2,6.0,4.5,0.34,16.2,4.0,4.32
3ekx,8.44,8.08,8.83,8.42,922.5,1.4,144.0,5.44,482.7,7.0,9.41
2zz1,6.43,6.23,6.80,6.26,564.7,11.2,11.9,0.34,30.3,3.0,4.54
4o2p,7.05,6.88,7.56,6.71,707.5,1.4,106.7,4.39,270.2,7.0,6.7
4io2,5.13,5.05,5.28,5.04,314.4,8.4,16.3,0.00,51.3,4.0,6.7
1xk9,6.03,6.07,6.37,5.65,446.3,2.0,94.8,2.61,141.9,2.0,6.85
4djp,7.46,7.28,8.03,7.06,886.3,2.8,118.1,5.40,334.2,15.0,10.55
3wgg,7.05,7.14,7.15,6.85,942.7,6.0,23.7,0.48,54.5,10.0,4.4
4qjm,6.37,6.44,6.45,6.23,657.9,2.9,71.1,1.64,172.2,7.0,8.17
3fk1,4.84,4.72,5.12,4.66,262.2,8.8,0.0,0.00,0.0,4.0,2.62
1tpw,4.92,4.81,5.19,4.75,283.5,7.7,0.0,0.00,0.0,3.0,3.3
2oxn,5.28,5.04,5.58,5.21,344.9,4.9,22.3,1.35,126.4,4.0,7.44
3d9z,5.45,5.13,6.02,5.19,314.0,3.0,37.0,2.56,118.7,1.0,8.7
3ppp,4.42,4.42,4.55,4.29,250.7,0.7,0.0,0.00,0.0,1.0,5.22
4gii,6.68,6.32,6.99,6.75,576.3,1.8,59.5,2.65,267.5,1.0,8.74
1dar,5.66,5.61,5.89,5.49,523.1,7.1,0.0,0.00,0.0,5.0,4.96
1gj7,6.67,6.40,6.75,6.85,580.2,3.4,51.1,1.34,238.0,0.0,7.89
4f6u,7.66,7.58,7.58,7.81,791.7,3.5,114.4,2.28,354.8,4.0,6.15
3f5k,6.84,6.95,6.98,6.61,968.8,7.9,0.0,0.00,0.0,13.0,4.62
3czv,4.92,4.80,5.10,4.87,281.7,3.0,14.4,0.52,72.2,1.0,7.8
3wha,6.37,6.41,6.62,6.07,601.0,1.7,86.2,2.50,167.6,5.0,9.32
3v2n,5.86,6.14,5.99,5.44,421.3,1.7,183.7,4.47,346.9,12.0,6.1
4non,5.33,5.27,5.56,5.15,435.5,7.3,0.0,0.00,0.0,5.0,5.24
2zft,6.54,6.38,6.71,6.52,612.2,4.4,68.8,2.15,241.1,6.0,6.52
3ddg,5.80,5.64,6.18,5.58,474.8,7.0,18.0,1.01,49.8,4.0,6
2bpv,8.18,7.85,8.57,8.12,904.5,3.0,124.3,4.81,417.6,8.0,7.67
4g0z,4.87,4.85,5.05,4.72,346.5,3.8,0.0,0.00,0.0,3.0,2.21
3ov1,5.99,5.88,6.25,5.83,522.9,10.2,44.9,1.39,143.2,10.0,5.2
1pa9,5.57,5.46,5.85,5.40,375.4,6.1,27.9,0.67,54.8,1.0,4.6
3sax,5.82,5.66,6.11,5.69,445.6,2.9,65.1,2.46,203.3,5.0,6.57
5std,7.76,7.97,8.21,7.10,692.4,0.5,212.8,5.46,309.7,3.0,10.49
4g5f,5.22,5.09,5.46,5.11,310.5,2.2,38.7,1.35,116.6,1.0,3.05
4fcq,6.57,6.67,6.67,6.39,527.8,1.8,120.0,2.35,227.5,1.0,7
3f68,7.11,6.92,7.24,7.18,680.1,1.2,117.5,3.65,395.1,6.0,5.06
1v48,6.04,5.97,6.31,5.84,570.0,6.6,22.3,0.72,49.6,5.0,7.8
3i4y,5.37,5.11,5.71,5.28,283.8,2.3,45.5,2.00,163.1,0.0,7.05
1ec2,9.40,8.87,10.56,8.76,1111.6,6.4,159.2,8.19,423.3,13.0,10
1g4o,5.45,5.18,6.08,5.09,312.5,2.8,58.1,3.29,145.0,3.0,8.25
1tx7,5.28,5.19,5.37,5.29,355.6,4.7,14.8,0.00,73.1,1.0,4.6
4cwt,6.44,6.50,6.77,6.06,638.6,1.5,74.5,2.28,107.4,4.0,6.75
2j27,4.61,4.54,4.83,4.45,241.0,5.9,0.0,0.00,0.0,3.0,3.52
4nuc,6.28,6.13,6.73,5.98,430.4,0.6,110.7,3.82,244.9,1.0,6.04
4lko,5.89,5.64,6.25,5.78,450.9,2.5,56.1,2.63,208.4,4.0,8.22
4cws,6.49,6.54,6.81,6.11,614.9,1.6,88.9,2.61,143.5,4.0,7.92
3iod,7.21,7.17,7.56,6.91,817.8,4.7,63.3,2.15,126.8,6.0,4.1
1kav,6.48,6.41,7.06,5.98,491.3,5.7,104.9,3.45,157.9,4.0,5.82
1ogz,6.42,6.33,6.90,6.02,410.6,1.0,132.3,4.11,244.2,0.0,5.85
1o5a,6.25,6.15,6.16,6.45,533.6,2.0,51.8,0.67,211.5,0.0,6.42
1pro,8.57,8.35,9.56,7.79,969.8,5.4,150.3,6.58,272.2,10.0,11.3
5acy,7.17,6.73,8.27,6.51,511.7,0.7,154.6,7.45,338.4,3.0,8.19
1qy2,5.05,5.02,5.13,4.99,310.8,1.0,45.1,1.06,132.2,2.0,5.74
4n5d,4.88,4.86,4.93,4.85,285.7,0.0,30.4,0.56,95.2,0.0,3.22
3owj,6.36,6.31,6.78,6.00,455.3,0.8,111.9,3.39,197.9,0.0,6.07
4kz3,4.85,4.66,5.09,4.79,237.2,2.6,20.6,1.05,103.7,1.0,2.77
4buq,5.33,5.14,5.92,4.95,393.6,6.5,28.8,2.32,73.7,8.0,8.14
4w9f,6.79,6.59,7.49,6.28,575.8,3.0,102.8,4.40,197.1,4.0,5.49
2dri,5.55,5.32,5.92,5.40,333.0,10.1,0.0,0.00,0.0,0.0,6.89
4d8z,5.13,5.09,5.34,4.95,370.7,3.7,16.0,0.53,35.0,3.0,6.29
4j93,6.04,5.99,6.41,5.72,432.3,2.0,86.1,2.61,152.8,1.0,4.7
3rz0,5.46,5.30,5.90,5.20,358.6,2.9,57.0,2.55,145.1,4.0,7.55
1n4h,7.28,7.29,7.19,7.35,549.7,0.8,178.7,3.48,441.8,0.0,6.55
4gue,6.99,6.98,7.35,6.64,652.7,2.8,99.5,2.80,169.4,2.0,5.24
1rjk,8.79,8.88,9.02,8.47,837.5,3.7,243.6,5.71,493.0,5.0,10
2xy9,9.05,8.73,9.82,8.59,1063.2,7.9,155.6,6.37,401.5,13.0,9.19
1rtf,5.05,5.00,4.99,5.17,297.0,2.3,27.3,0.00,120.8,0.0,3.04
3wtn,5.73,5.62,6.01,5.56,453.9,1.9,42.9,1.63,115.3,2.0,7.04
1wvj,6.36,6.34,6.49,6.25,501.8,8.7,66.8,0.84,137.4,3.0,6.73
1hvi,8.98,8.66,9.81,8.47,1085.6,5.1,167.8,7.34,443.5,15.0,10.92
2x95,6.75,6.60,6.97,6.70,736.1,6.2,68.2,2.57,264.3,12.0,4.95
4unp,6.02,5.93,6.14,6.00,431.5,2.2,84.8,2.12,242.3,2.0,3.23
4w97,8.21,8.58,8.15,7.89,1225.6,7.3,132.1,2.78,276.1,22.0,7.1
3i3b,5.22,5.12,5.45,5.08,365.3,5.1,0.0,0.00,0.0,1.0,2.23
2o4j,8.65,8.82,8.61,8.51,821.9,3.6,238.3,4.58,496.9,4.0,10.1
3n7h,6.16,5.96,6.42,6.09,445.4,0.0,95.8,3.26,289.8,2.0,4.5
1f5l,5.41,5.20,5.75,5.28,378.8,4.0,3.3,0.66,34.9,0.0,5.28
1ony,6.68,6.62,6.92,6.49,661.6,7.2,84.3,2.47,223.2,10.0,6.77
1tq4,6.14,6.01,6.46,5.96,575.0,10.7,0.0,0.00,0.0,5.0,6.19
2arm,5.08,4.98,5.26,4.99,351.9,1.2,35.0,1.43,132.2,4.0,7.68
10gs,6.52,6.27,7.25,6.02,607.7,6.8,78.2,4.22,188.1,11.0,6.4
4cwq,6.50,6.52,6.87,6.12,600.5,1.8,84.8,2.61,131.4,3.0,7.06
1sl3,7.25,7.13,7.38,7.23,826.5,2.8,73.2,2.34,254.7,7.0,11.85
3usx,4.45,4.16,5.05,4.15,227.0,0.1,60.2,4.47,246.0,12.0,5.02
1ikt,6.39,6.38,6.79,6.02,636.6,0.4,122.0,4.64,297.5,12.0,3.4
4kao,8.35,8.18,8.67,8.21,758.4,3.1,170.3,4.53,404.2,0.0,6.11
4qf9,5.54,5.47,5.87,5.28,410.6,5.3,38.4,1.33,70.5,4.0,4.43
2vo5,6.44,6.30,6.95,6.08,558.7,4.8,60.7,2.47,109.7,3.0,4.89
1g74,5.84,5.89,6.18,5.44,493.6,0.0,154.0,5.40,371.1,15.0,6.52
3zln,8.21,8.14,8.52,7.97,768.4,2.6,165.0,4.18,343.3,0.0,8.47
4aj4,5.31,5.20,5.51,5.20,387.4,1.8,53.9,2.07,183.4,6.0,3.89
4bcm,6.76,6.68,7.05,6.53,660.6,1.2,66.1,2.12,141.5,1.0,6.91
2uy0,9.63,9.31,10.31,9.26,1104.2,5.4,203.6,7.35,528.8,11.0,6.92
3g2i,5.67,5.60,5.91,5.52,501.9,6.2,0.0,0.00,0.0,3.0,4.86
3kek,8.01,8.02,8.12,7.89,914.1,3.1,117.2,2.75,281.7,5.0,8.36
3pb8,4.64,4.60,4.70,4.61,260.8,2.7,16.9,0.27,77.7,3.0,5.24
5fl6,5.66,5.42,6.01,5.54,368.9,2.8,45.8,2.04,156.5,1.0,7.36
4duh,6.69,6.49,6.57,7.00,608.1,2.6,59.4,1.04,284.8,1.0,5.18
4iue,7.19,7.14,7.62,6.79,581.3,2.6,137.1,3.81,238.4,0.0,6.55
2i4u,7.66,7.53,8.17,7.28,896.8,2.8,113.2,4.64,287.0,11.0,11.57
2qbu,6.61,6.55,6.82,6.46,736.0,8.8,13.5,0.25,45.1,7.0,6.19
3cr5,4.84,5.01,5.29,4.23,306.4,0.0,92.8,3.29,98.8,8.0,4.19
3t84,5.40,5.31,5.54,5.35,436.9,6.0,11.3,0.27,70.7,5.0,6.97
4bqh,6.81,6.56,7.21,6.67,619.1,2.0,72.5,3.00,225.7,2.0,5.59
3cfn,6.40,6.13,6.95,6.12,460.6,1.0,95.2,3.96,242.3,1.0,5
1i7z,6.50,6.44,6.84,6.22,619.4,0.0,85.4,3.05,194.5,4.0,6.4
4b9z,6.56,6.60,6.82,6.25,766.0,6.5,32.3,1.04,48.0,9.0,4.09
1m7i,6.90,6.69,7.18,6.84,873.3,3.6,25.8,2.11,187.2,11.0,5.4
4pft,6.60,6.49,6.88,6.43,708.2,8.6,0.0,0.00,0.0,4.0,8.64
1jyq,7.33,7.29,7.74,6.97,782.1,16.1,92.5,2.51,194.5,16.0,8.7
